연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
206,2023-05-24,2023-05-24~2023-05-31,인헌고등학교,환경 미화원,계약직,시급,12030 ,무관,무관,무관,,    ,서울특별시 관악구 인헌9길 74 (봉천동),"공사,공공",서울남부지사,2023-05-24,1588-1519
207,2023-05-24,2023-06-01~2023-06-16,대한적십자사 부산혈액원,사무 보조원(공공기관),계약직,월급,2372500 ,무관,무관,고졸,,    ,부산광역시 부산진구 전포대로 168 부산혈액원 (전포동),중소,부산지역본부,2023-05-24,1588-1519
208,2023-05-24,2023-05-24~2023-08-01,(주)동성모터스,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620 ,무관,무관,무관,,    ,"부산광역시 해운대구 해운대해변로 299 MINI Bldg,",중소,부산지역본부,2023-05-24,1588-1519
209,2023-05-24,2023-05-24~2023-07-31,대양산업,세탁원(다림질원),계약직,시급,9620 ,무관,0년개월,무관,,    ,부산광역시 사하구 을숙도대로873번길 21 (감천동),중소,부산지역본부,2023-05-24,1588-1519
210,2023-05-24,2023-05-24~2023-06-30,백스톡주식회사(트라웰),매장 정리원(매장 보조원),계약직,시급,9620 ,무관,0년개월,무관,,    ,부산광역시 수영구 수영로666번길 6 (광안동)수영역 삼정그린코아 더시티,중소,부산지역본부,2023-05-24,1588-1519
211,2023-05-24,2023-05-24~2023-08-23,대구가톨릭대학교의료원,사무 보조원(일반사업체),계약직,시급,9620 ,무관,무관,무관,,    ,"대구광역시 남구 두류공원로17길 33 (대명동,대구카톨릭의과대학병원)",대기업,대구지역본부,2023-05-24,1588-1519
212,2023-05-24,2023-05-24~2023-06-06,한국체육산업개발(주),주차 관리·안내원,상용직,연봉,27500000 ,무관,무관,무관,,    ,서울특별시 송파구 올림픽로 424 우리금융아트홀,"공사,공공",서울동부지사,2023-05-24,1588-1519
213,2023-05-24,2023-05-24~2023-06-06,한국체육산업개발(주),환경 미화원,상용직,연봉,24100000 ,무관,무관,무관,,    ,서울특별시 송파구 올림픽로 424 우리금융아트홀,"공사,공공",서울동부지사,2023-05-24,1588-1519
214,2023-05-24,2023-05-24~2023-05-31,미래에셋증권 주식회사,환경 미화원,상용직,월급,1020600 ,무관,무관,무관,,    ,서울특별시 중구 을지로5길 26 센터원빌딩 동관 27층 인사팀,중소,서울동부지사,2023-05-24,1588-1519
215,2023-05-24,2023-05-24~2023-06-30,서울특별시강남서초교육지원청,경영 기획 사무원,계약직,시급,12030 ,무관,무관,무관,,    ,서울특별시 강남구 선릉로116길 45 (삼성동),"공사,공공",서울동부지사,2023-05-24,1588-1519
216,2023-05-24,2023-05-24~2023-06-30,주)덕용푸드시스템,주방 보조원(일반 음식점),상용직,시급,9620 ,무관,무관,무관,,    ,서울특별시 마포구 월드컵북로 14 3층 (동교동),중소,서울동부지사,2023-05-31,1588-1519
217,2023-05-24,2023-05-24~2023-05-31,남한고등학교,단체 급식 보조원,계약직,시급,9620 ,무관,0년개월,무관,,    ,경기도 하남시 신평로 25 (덕풍동),"공사,공공",경기동부지사,2023-05-24,1588-1519
218,2023-05-24,2023-05-24~2023-05-31,키요이미즈,주방 보조원(일반 음식점),상용직,월급,1200000 ,무관,0년개월,무관,,    ,서울특별시 동대문구 한천로46길 42 (장안동),개인,서울북부지사,2023-05-31,1588-1519
219,2023-05-24,2023-05-24~2023-06-15,부천혜림학교,사무 보조원(공공기관),상용직,시급,9620 ,무관,무관,고졸,,    ,"경기도 부천시 소사구 경인로304번길 26 (심곡본동), 부천혜림학교","공사,공공",경기서부지사,2023-05-24,1588-1519
220,2023-05-24,2023-05-24~2023-05-31,에이치엘위코(주),"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620 ,무관,무관,무관,,    ,경기도 안산시 단원구 엠티브이1로 113 주식회사 에이치엘위코 (목내동),중소,경기서부지사,2023-05-24,1588-1519
221,2023-05-24,2023-05-24~2023-07-25,엠이엠씨코리아(주),직업 운동선수,계약직,월급,1300000 ,무관,무관,무관,,    ,충청남도 천안시 서북구 성거읍 망향로 854 엠이엠씨코리아,외국계,충남지사,2023-05-24,1588-1519
222,2023-05-24,2023-05-24~2023-06-30,주식회사 해농,식품 분야 단순 종사원,상용직,시급,9620 ,무관,무관,무관,,    ,"전라남도 나주시 동수농공단지길 30-91 (운곡동,해농식품) (운곡동)",중소,전남지사,2023-05-24,1588-1519
223,2023-05-23,2023-05-23~2023-06-07,유한회사 테일러메이드골프볼코리아,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",상용직,시급,10000 ,무관,무관,무관,,    ,충청북도 청주시 흥덕구 공단로98번길 97 유한회사 테일러메이드골프볼코리아,중소,충북지사,2023-05-23,1588-1519
224,2023-05-23,2023-05-23~2023-07-31,주식회사 브라이언스랩 부산공장,채소·특용작물 재배원,시간제,시급,9620 ,무관,0년개월,무관,,    ,부산광역시 사상구 모라로 22 (모라동) 707호,개인,전남지사,2023-05-30,1588-1519
225,2023-05-23,2023-05-23~2023-05-30,전라북도순창교육지원청,사회복지사(공공행정),상용직,월급,2010580 ,무관,무관,무관,,    ,전라북도 순창군 순창읍 장류로 383 행정지원과,중소,전북지사,2023-05-23,1588-1519
226,2023-05-23,2023-05-23~2023-05-31,황강초등학교,환경 미화원,상용직,월급,1338750 ,무관,0년개월,무관,,    ,전라북도 김제시 공덕면 유강4길 94 (마현리),"공사,공공",전북지사,2023-05-23,1588-1519
227,2023-05-23,2023-05-23~2023-06-30,(주)두루행복한세상 전북지사,사무 보조원(일반사업체),상용직,월급,2010580 ,무관,0년개월,무관,,    ,전라북도 전주시 완산구 서곡3길 13-17 (효자동3가)1층,중소,전북지사,2023-05-23,1588-1519
228,2023-05-23,2023-05-23~2023-06-30,한울식품,기타 식품가공 종사원,상용직,시급,9620 ,무관,무관,무관,,    ,경상남도 김해시 생림면 생림대로950번길 6 한울식품,중소,경남지사,2023-05-23,1588-1519
229,2023-05-23,2023-05-23~2023-06-30,한성에스앤아이 주식회사,사무 보조원(일반사업체),상용직,연봉,26000000 ,신입,무관,무관,,    ,"경상남도 창원시 마산회원구 봉암북7길 21 2동(봉암동, 경남지능형홈산업화센터)",중소,경남지사,2023-05-23,1588-1519
230,2023-05-23,2023-05-23~2023-06-22,(주)서한,사무 보조원(일반사업체),계약직,시급,9620 ,무관,무관,무관,,    ,대구광역시 수성구 명덕로 415  (수성동2가),중소,대구지역본부,2023-05-25,1588-1519
231,2023-05-23,2023-05-23~2023-06-22,(주)서한,건설현장반장,계약직,시급,9620 ,무관,무관,무관,,    ,대구광역시 수성구 명덕로 415  (수성동2가),중소,대구지역본부,2023-05-25,1588-1519
232,2023-05-23,2023-05-23~2023-06-22,(주)시민택시,택시 운전원,상용직,시급,9620 ,무관,무관,무관,,    ,대구광역시 동구 화랑로 515 (용계동),중소,대구지역본부,2023-05-26,1588-1519
233,2023-05-23,2023-05-23~2023-07-22,농업회사법인(주)일광,식품 분야 단순 종사원,상용직,시급,9620 ,무관,무관,무관,,    ,경상북도 칠곡군 동명면 경북대로 860 농업회사법인 (주)일광,중소,대구지역본부,2023-05-30,1588-1519
234,2023-05-23,2023-05-23~2023-06-30,농업회사법인(주)한도,기타 기계 조립·검사원,상용직,시급,9620 ,무관,0년개월,무관,,    ,경상북도 영천시 청통면 사일로 543-9 (주)한도식품,중소,대구지역본부,2023-05-26,1588-1519
235,2023-05-23,2023-05-23~2023-06-30,사)한국장애인중앙재활원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9620 ,무관,무관,무관,,    ,대구광역시 남구 큰골5길 59  (대명동),중소,대구지역본부,2023-05-26,1588-1519
236,2023-05-23,2023-05-23~2023-06-07,굿윌스토어 밀알인천점,"기타 판매 단순 종사원(전단지배포, 벽보원, 물품 보관원)",상용직,시급,9620 ,무관,무관,무관,,    ,인천광역시 부평구 안남로 429  (청천동),중소,인천지사,2023-05-23,1588-1519
237,2023-05-23,2023-05-23~2023-08-22,선수종합관리주식회사,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",상용직,월급,1854518 ,무관,무관,무관,,    ,광주광역시 북구 삼정로 131-1 3층 (두암동),중소,광주지역본부,2023-05-30,1588-1519
238,2023-05-23,2023-05-23~2023-06-08,해든손지압원,안마사,상용직,시급,9620 ,무관,0년개월,무관,,    ,"광주광역시 광산구 목련로381번길 27 (신가동, 모아엘가 더 수완) 근린생활시설 101호",개인,광주지역본부,2023-05-30,1588-1519
239,2023-05-23,2023-05-23~2023-05-28,한국원자력통제기술원,사무 보조원(공공기관),계약직,월급,2600000 ,무관,무관,초대졸,,    ,"대전광역시 유성구 유성대로 1534 (화암동), 한국원자력통제기술원","공사,공공",대전지역본부,2023-05-23,1588-1519
240,2023-05-23,2023-05-23~2023-06-07,다비치안경체인,콜센터 상담원(콜센터·고객센터·CS센터),상용직,연봉,25000000 ,경력,1년0개월,무관,,    ,서울특별시 중구 소공로 62  (충무로1가),중소,대전지역본부,2023-05-23,1588-1519
241,2023-05-23,2023-05-23~2023-05-26,(주)현대그린푸드 미즈제일산후조리원,주방 보조원(일반 음식점),계약직,월급,1010100 ,무관,0년개월,무관,,    ,대전광역시 유성구 계룡로 126 (봉명동),대기업,대전지역본부,2023-05-23,1588-1519
242,2023-05-23,2023-05-23~2023-06-07,에이원심사손해사정(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,1050000 ,무관,0년개월,무관,,    ,서울특별시 영등포구 선유로49길 23 (양평동4가),개인,대전지역본부,2023-05-23,1588-1519
243,2023-05-23,2023-05-23~2023-05-30,건강보험심사평가원,공공행정 사무원,상용직,시급,9620 ,무관,무관,무관,,    ,강원도 원주시 혁신로 60 16층 (반곡동),중소,강원지사,2023-05-23,1588-1519
244,2023-05-23,2023-05-23~2023-07-22,(주)애니룩스,LED 부품·제품 조립·검사원,상용직,시급,9620 ,무관,0년개월,무관,,    ,경상북도 문경시 신기산단2길 5 (신기동),중소,경북지사,2023-05-30,1588-1519
245,2023-05-23,2023-05-23~2023-05-25,자화전자 구미공장,환경 미화원,계약직,시급,9620 ,무관,무관,무관,,    ,경상북도 구미시 1공단로6길 128 (공단동),중소,경북지사,2023-05-23,1588-1519
246,2023-05-23,2023-05-23~2023-07-22,농업회사법인 주식회사 상하식품,식품 분야 단순 종사원,상용직,시급,9620 ,무관,0년개월,무관,,    ,경상북도 문경시 가은읍 가은공단길 88 -,개인,경북지사,2023-05-30,1588-1519
247,2023-05-23,2023-05-23~2023-07-22,경기도의료원 파주병원,기계·금속 분야 단순 종사원,상용직,시급,9620 ,무관,무관,무관,,    ,경기도 파주시 중앙로 207 경기도의료원파주병원(금촌동),"공사,공공",경기북부지사,2023-05-23,1588-1519
248,2023-05-23,2023-05-23~2023-05-31,서울선유초등학교(직장),단체 급식 보조원,계약직,일급,11157 ,무관,0년개월,무관,,    ,서울특별시 영등포구 선유로43가길 14 (양평동3가),"공사,공공",서울남부지사,2023-05-23,1588-1519
249,2023-05-23,2023-05-23~2023-05-31,롯데오토케어,영업 기획·관리·지원 사무원,계약직,연봉,25140000 ,무관,무관,고졸,,    ,"서울특별시 영등포구 문래로 83 (문래동3가)아라비즈타워 105호, 302~307호, 4층 (문래동3가)",대기업,서울남부지사,2023-05-23,1588-1519
250,2023-05-23,2023-05-23~2023-06-30,서울항동초등학교,환경 미화원,계약직,시급,9620 ,무관,0년개월,무관,,    ,서울특별시 구로구 연동로 178 (항동),"공사,공공",서울남부지사,2023-05-30,1588-1519
251,2023-05-23,2023-05-23~2023-06-02,(재)공간정보품질관리원,공공행정 사무원,계약직,연봉,24000000 ,무관,0년개월,무관,,    ,서울특별시 영등포구 양산로 91 1404호(당산동3가),"공사,공공",서울남부지사,2023-05-24,1588-1519
252,2023-05-23,2023-05-23~2023-05-31,주식회사 오피스배재,주입·포장·상표부착기 등 기타 기계 조작원,계약직,시급,9620 ,무관,0년개월,무관,,    ,서울특별시 금천구 가산디지털1로 19 (가산동),중소,서울남부지사,2023-05-23,1588-1519
253,2023-05-23,2023-05-23~2023-05-26,강동성심병원,사무 보조원(일반사업체),계약직,월급,1400000 ,무관,무관,무관,,    ,서울특별시 강동구 성안로 150 강동성심병원 (길동),중소,서울동부지사,2023-05-30,1588-1519
254,2023-05-23,2023-05-23~2023-07-31,롯데쇼핑(주)롯데슈퍼사업본부,매장 정리원(매장 보조원),계약직,시급,9620 ,무관,무관,무관,,    ,"서울특별시 송파구 올림픽로 269 3층 (신천동, 롯데캐슬골드)",대기업,서울동부지사,2023-05-30,1588-1519
255,2023-05-23,2023-05-23~2023-08-22,(사)장애인생산품판매지원협회인쇄사업소,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620 ,무관,무관,무관,,    ,서울특별시 성동구 아차산로5길 24-27 (성수동2가),"협회,단체",서울동부지사,2023-05-26,1588-1519
256,2023-05-23,2023-05-23~2023-06-23,KB골든라이프케어,사회복지사(사회복지시설),상용직,월급,2300000 ,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 334 15층 (역삼동),중소,서울동부지사,2023-05-23,1588-1519
257,2023-05-23,2023-05-23~2023-06-15,용인세브란스병원,의료 보조원,계약직,월급,1140332 ,무관,0년개월,무관,,    ,경기도 용인시 기흥구 동백죽전대로 363 (중동),"협회,단체",경기동부지사,2023-05-23,1588-1519
258,2023-05-23,2023-05-23~2023-05-30,(주)디홀릭커머스,사무 보조원(일반사업체),계약직,월급,920000 ,무관,0년개월,무관,,    ,서울특별시 성북구 보문로 35 (보문동7가),중소,서울북부지사,2023-05-30,1588-1519
259,2023-05-23,2023-05-23~2023-06-30,계룡건설산업(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,700000 ,경력,2년0개월,무관,,    ,대전광역시 서구 문정로48번길 48  (탄방동),중소,충남지사,2023-05-23,1588-1519
260,2023-05-23,2023-05-23~2023-08-18,주식회사 청명환경시스템,사무 보조원(일반사업체),계약직,시급,9620 ,무관,무관,무관,,    ,충청남도 아산시 탕정면 탕정면로 434 ,중소,충남지사,2023-05-23,1588-1519
261,2023-05-23,2023-05-23~2023-06-30,(주)네패스루아,음료 조리사(바리스타 포함),상용직,시급,9620 ,무관,0년개월,무관,,    ,충청북도 청주시 청원구 오창읍 과학산업2로 587-32 (오창읍),중소,충북지사,2023-05-23,1588-1519
262,2023-05-22,2023-05-22~2023-06-02,한국교육개발원,사무 보조원(공공기관),계약직,일급,80000 ,무관,무관,고졸,,    ,충청북도 진천군 덕산면 교학로 7 (덕산면),"공사,공공",충북지사,2023-05-25,1588-1519
263,2023-05-22,2023-05-22~2023-05-24,주식회사 해피맘연수원(지점),음료 조리사(바리스타 포함),상용직,시급,9620 ,무관,0년개월,무관,,    ,전라남도 영암군 영암읍 기찬랜드로 41 해피맘연수원(지점),중소,전남지사,2023-05-22,1588-1519
264,2023-05-22,2023-05-22~2023-06-21,대한사료(주)창원공장,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",계약직,월급,2390570 ,무관,무관,고졸,,    ,경상남도 창원시 의창구 동읍 의창대로 986 대한사료 창원공장,중소,경남지사,2023-05-23,1588-1519
265,2023-05-22,2023-05-22~2023-05-31,뜨락 영농조합법인,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9620 ,무관,0년개월,무관,,    ,경상남도 김해시 한림면 한림로 183-298 .,개인,경남지사,2023-05-22,1588-1519
266,2023-05-22,2023-05-22~2023-06-30,주식회사 엔젤게임즈,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1100000 ,무관,무관,무관,,    ,대구광역시 수성구 알파시티1로35길 1 (대흥동),중소,대구지역본부,2023-05-25,1588-1519
267,2023-05-22,2023-05-22~2023-08-21,거성산업,세탁원(다림질원),상용직,시급,9620 ,무관,0년개월,무관,,    ,대구광역시 동구 경안로 722-1 (동호동),개인,대구지역본부,2023-05-25,1588-1519
268,2023-05-22,2023-05-22~2023-08-21,한국세라프,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620 ,무관,무관,무관,,    ,인천광역시 서구 북항로207번길 45 (원창동),중소,인천지사,2023-05-22,1588-1519
269,2023-05-22,2023-05-22~2023-08-21,(주)경신엠유엘,세탁원(다림질원),상용직,시급,9620 ,무관,무관,무관,,    ,인천광역시 서구 건지로 120-8  (가좌동),중소,인천지사,2023-05-22,1588-1519
270,2023-05-22,2023-05-22~2023-05-31,주식회사인천개항,주방 보조원(일반 음식점),상용직,시급,9620 ,무관,무관,무관,,    ,인천광역시 중구 반달로 8-1 (북성동1가),중소,인천지사,2023-05-22,1588-1519
271,2023-05-22,2023-05-22~2023-05-25,지에스씨넷 인천지점,영업 기획·관리·지원 사무원,상용직,연봉,26000000 ,무관,0년개월,고졸,,사회복지사3급  직업상담사2급  ,인천광역시 미추홀구 경인로 119 11층(숭의동),중소,인천지사,2023-05-22,1588-1519
272,2023-05-22,2023-05-22~2023-06-06,국토연구원,공공행정 사무원,계약직,시급,9620 ,무관,무관,고졸,,    ,세종특별자치시  국책연구원로 5 (반곡동),"공사,공공",대전지역본부,2023-05-23,1588-1519
273,2023-05-22,2023-05-22~2023-06-30,(주)하랑커뮤니티,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620 ,무관,0년개월,무관,,    ,대전광역시 유성구 복용북로33번길 16-20 (복용동).,중소,대전지역본부,2023-05-22,1588-1519
274,2023-05-22,2023-05-22~2023-07-21,주식회사 지인석재산업,기타 제도사(캐드원) ,계약직,월급,2010580 ,무관,0년개월,무관,,    ,대전광역시 서구 도산로 251 (내동)202호(내동),중소,대전지역본부,2023-05-22,1588-1519
275,2023-05-22,2023-05-22~2023-06-30,수원여자대학,사무 보조원(공공기관),상용직,시급,9620 ,무관,무관,무관,,    ,경기도 수원시 권선구 오목천동 수원여대길 62,개인,경기지역본부,2023-05-25,1588-1519
276,2023-05-22,2023-05-22~2023-06-29,아름학교,사무 보조원(공공기관),상용직,시급,9620 ,무관,0년개월,무관,,    ,"경기도 수원시 영통구 광교로 32 (이의동,아름학교)","공사,공공",경기지역본부,2023-05-22,1588-1519
277,2023-05-22,2023-05-22~2023-06-30,(주)하이원베이커리,생산·품질 사무원 및 관리원(음식료품),계약직,시급,9620 ,무관,0년개월,무관,,제과기능사  제빵기능사  ,강원도 정선군 신동읍 의림로 141-40 하이원베이커리,중소,강원지사,2023-05-22,1588-1519
278,2023-05-22,2023-05-22~2023-08-21,주식회사 이랜드이츠 애슐리퀸즈 NC순천점,주방 보조원(일반 음식점),시간제,시급,9620 ,무관,0년개월,무관,,    ,"전라남도 순천시 비봉2길 22 7층(조례동, 시대아파트)",대기업,전남지사,2023-05-22,1588-1519
279,2023-05-22,2023-05-22~2023-05-23,신정장애인보호작업장,기타 시각 디자이너,계약직,시급,9620 ,무관,무관,무관,,    ,울산광역시 남구 삼산중로131번길 26-1 신정장애인보호작업장,중소,울산지사,2023-05-25,1588-1519
280,2023-05-22,2023-05-22~2023-05-22,(주)우원,산업 안전원 및 위험물 관리원,계약직,시급,9620 ,무관,0년개월,무관,,    ,울산광역시 동구 방어진순환도로 400 H도크도장부 (방어동),중소,울산지사,2023-05-22,1588-1519
281,2023-05-22,2023-05-22~2023-05-31,케이비증권 주식회사,안마사,계약직,월급,2000000 ,무관,무관,무관,,    ,서울특별시 영등포구 여의나루로4길 21 (여의도동),대기업,서울남부지사,2023-05-22,1588-1519
282,2023-05-22,2023-05-22~2023-05-31,미성중학교,환경 미화원,계약직,시급,12030 ,무관,0년개월,무관,,    ,서울특별시 관악구 문성로16길 40 (신림동),"공사,공공",서울남부지사,2023-05-22,1588-1519
283,2023-05-22,2023-05-22~2023-06-09,장미고무공업사(주),섬유·의복 분야 단순 종사원,상용직,시급,9620 ,무관,무관,무관,,    ,부산광역시 사상구 낙동대로1292번길 29 장미고무공업사(주) (삼락동),중소,부산지역본부,2023-05-22,1588-1519
284,2023-05-22,2023-05-22~2023-06-22,스파캐슬,환경 미화원,상용직,시급,9620 ,무관,0년개월,무관,,    ,부산광역시 사상구 백양대로 987 (모라동)스파캐슬,개인,부산지역본부,2023-05-22,1588-1519
285,2023-05-22,2023-05-22~2023-06-30,함재보호작업장,매장 계산원,상용직,월급,1300000 ,무관,0년개월,무관,,    ,서울특별시 송파구 새말로10길 19 (문정동),"협회,단체",서울동부지사,2023-05-22,1588-1519
286,2023-05-22,2023-05-22~2023-06-09,메가스터디교육(주),매장 정리원(매장 보조원),계약직,월급,1000000 ,무관,무관,무관,,    ,"서울특별시 서초구 효령로 321 (서초동, 덕원빌딩) (서초동)",대기업,서울동부지사,2023-05-22,1588-1519
287,2023-05-22,2023-06-02~2023-07-21,쿠팡로지스틱스서비스유한회사,"노선버스 운전원(시내, 마을, 시외, 고속)",계약직,월급,1770000 ,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 332 (역삼동) 현정빌딩 9층,대기업,서울동부지사,2023-05-22,1588-1519
288,2023-05-22,2023-05-22~2023-06-09,굿윌본부,매장 정리원(매장 보조원),계약직,시급,9620 ,무관,0년개월,무관,,    ,서울특별시 송파구 새말로10길 19 (문정동),중소,서울동부지사,2023-05-22,1588-1519
289,2023-05-22,2023-05-22~2023-06-09,굿윌스토어 함재 방이역점,매장 정리원(매장 보조원),계약직,시급,9620 ,무관,0년개월,무관,,    ,서울특별시 송파구 마천로 76 (오금동),중소,서울동부지사,2023-05-22,1588-1519
290,2023-05-22,2023-05-22~2023-05-26,본우리집밥 국립외교원점,주방 보조원(일반 음식점),계약직,월급,1260220 ,무관,0년개월,무관,,    ,서울특별시 서초구 남부순환로 2575 (서초동) 지하1층,중소,서울동부지사,2023-05-22,1588-1519
291,2023-05-22,2023-05-22~2023-05-29,성남우체국,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9620 ,무관,무관,무관,,    ,경기도 성남시 수정구 산성대로 297 (신흥동),"공사,공공",경기동부지사,2023-05-22,1588-1519
292,2023-05-22,2023-05-22~2023-06-07,성남시청소년재단,공공행정 사무원,상용직,월급,2020000 ,무관,무관,대졸,,    ,경기도 성남시 중원구 둔촌대로 332 재단 사무국 (하대원동),중소,경기동부지사,2023-05-22,1588-1519
293,2023-05-22,2023-05-22~2023-05-22,엔에이치엔굿프렌즈(주),매장 정리원(매장 보조원),상용직,시급,9260 ,무관,무관,무관,,    ,경기도 성남시 분당구 대왕판교로645번길 16 (삼평동)플레이뮤지엄,중소,경기동부지사,2023-05-22,1588-1519
294,2023-05-22,2023-05-22~2023-08-17,(합) 대한상사 해피크린,세탁원(다림질원),상용직,시급,9620 ,무관,무관,무관,,    ,충청남도 서산시 남부순환로 576 해피크린 (양대동),중소,충남지사,2023-05-22,1588-1519
295,2023-05-22,2023-05-22~2023-08-21,국립생태원,사무 보조원(공공기관),계약직,시급,9620 ,무관,무관,무관,,    ,충청남도 서천군 마서면 금강로 1210 국립생태원,"공사,공공",충남지사,2023-05-22,1588-1519
296,2023-05-22,2023-05-22~2023-06-01,한국농어촌공사,사무 보조원(공공기관),계약직,월급,2200000 ,무관,무관,무관,,    ,전라남도 나주시 그린로 20 한국농어촌공사,중소,전남지사,2023-05-22,1588-1519
297,2023-05-22,2023-05-24~2023-05-31,재단법인전북연구원,사회과학 연구원,계약직,시급,9620 ,무관,0년개월,대졸,에너지공학,    ,전라북도 전주시 완산구 콩쥐팥쥐로 1696 전북연구원 행정지원부 (효자동3가),중소,전북지사,2023-05-22,1588-1519
298,2023-05-19,2023-05-19~2023-05-19,대한무역투자진흥공사,공공행정 사무원,계약직,월급,2050000 ,무관,무관,무관,,    ,서울특별시 서초구 헌릉로 13 대한무역투자진흥공사 본사,중소,서울동부지사,2023-05-19,1588-1519
299,2023-05-19,2023-05-19~2023-06-30,신한투자증권(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1010000 ,무관,무관,무관,,    ,서울특별시 영등포구 여의대로 70 신한금융투자 본사 (여의도동),중소,서울동부지사,2023-05-24,1588-1519
300,2023-05-19,2023-05-19~2023-06-30,(주)제이에스티나,음료 조리사(바리스타 포함),계약직,월급,1755650 ,무관,무관,무관,,    ,서울특별시 송파구 양재대로62길 53 (가락동),중소,서울동부지사,2023-05-19,1588-1519
301,2023-05-19,2023-05-19~2023-08-18,롯데렌탈(주),사무 보조원(일반사업체),계약직,월급,1047000 ,무관,무관,무관,,    ,경기도 안양시 동안구 전파로 88 8층 (호계동),중소,서울동부지사,2023-05-26,1588-1519
302,2023-05-19,2023-05-19~2023-05-23,서울아산병원,총무 및 일반 사무원,계약직,월급,3290000 ,무관,무관,고졸,,    ,서울특별시 송파구 올림픽로43길 88 서울아산병원 총무팀 (풍납동),대기업,서울동부지사,2023-05-19,1588-1519
303,2023-05-19,2023-05-19~2023-06-20,인덕학교,사무 보조원(공공기관),계약직,시급,9620 ,무관,0년개월,무관,,    ,경기도 광주시 사기막길95번길 59 (탄벌동),"공사,공공",경기동부지사,2023-05-19,1588-1519
304,2023-05-19,2023-05-19~2023-05-30,국립중앙청소년디딤센터,경비 관리자,상용직,연봉,28092000 ,무관,무관,무관,,    ,경기도 용인시 처인구 남사면 각궁로 252-76 국립중앙청소년디딤센터,중소,경기동부지사,2023-05-19,1588-1519
305,2023-05-19,2023-05-19~2023-05-30,국립중앙청소년디딤센터,환경 미화원,상용직,연봉,24132000 ,무관,무관,무관,,    ,경기도 용인시 처인구 남사면 각궁로 252-76 국립중앙청소년디딤센터,중소,경기동부지사,2023-05-19,1588-1519
306,2023-05-19,2023-05-19~2023-05-31,꿈동산장애인표준사업장주식회사,기타 전자 부품·제품 조립·검사원,상용직,월급,1005290 ,무관,무관,무관,전기공학,    ,경기도 광주시 도척면 사기소길 12  (상림리36-21),중소,경기동부지사,2023-05-19,1588-1519
307,2023-05-19,2023-05-19~2023-06-16,(주)유명산업,섬유·의복 분야 단순 종사원,상용직,월급,2010580 ,무관,0년개월,무관,,    ,경기도 광주시 오포읍 회안대로71번길 16-10 (주)유명산업,중소,경기동부지사,2023-05-19,1588-1519
308,2023-05-19,2023-05-19~2023-07-07,(주)양지크린텍,세탁원(다림질원),상용직,월급,2010580 ,신입,무관,무관,,    ,경기도 용인시 처인구 이동읍 안터로15번길 15 1.2층,중소,경기동부지사,2023-05-19,1588-1519
309,2023-05-19,2023-05-19~2023-05-26,한국외국어대학교,콜센터 상담원(콜센터·고객센터·CS센터),계약직,월급,2200000 ,무관,무관,무관,전산학·컴퓨터공학,    ,서울특별시 동대문구 이문로 107  (이문동),중소,서울북부지사,2023-05-19,1588-1519
310,2023-05-19,2023-05-19~2023-05-26,경희의료원,사무 보조원(일반사업체),상용직,월급,2530000 ,무관,0년개월,무관,,    ,"서울특별시 동대문구 경희대로 23 (회기동), 경희의료원",대기업,서울북부지사,2023-05-19,1588-1519
311,2023-05-19,2023-05-19~2023-06-02,(주)씨앤알,주방 보조원(일반 음식점),계약직,월급,1200000 ,무관,무관,무관,,    ,서울특별시 구로구 디지털로31길 38-21 이엔씨벤처드림타워 3차 903호,중소,서울북부지사,2023-05-22,1588-1519
312,2023-05-19,2023-05-19~2023-05-26,서울이문유치원,사서,계약직,시급,9620 ,무관,0년개월,무관,,    ,서울특별시 동대문구 신이문로 16 (이문동),"공사,공공",서울북부지사,2023-05-19,1588-1519
313,2023-05-19,2023-05-19~2023-05-24,롯데렌탈(주),"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9620 ,무관,무관,무관,,    ,경기도 안양시 동안구 전파로 88 8층 (호계동),중소,경기서부지사,2023-05-24,1588-1519
