,모집직종,고용형태,임금형태,임금,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,Classification
335,웹 디자이너,0,0,9620,0,0,0,0,경기도 성남시 분당구 대왕판교로645번길 14 (삼평동),4,디자인
336,사무 보조원(일반사업체),0,0,9620,0,0,0,0,경기도 성남시 분당구 대왕판교로645번길 14 (삼평동),4,경영/사무
337,총무 및 일반 사무원,0,0,9620,0,0,0,0,경기도 성남시 분당구 대왕판교로645번길 14 (삼평동),4,경영/사무
338,생산·품질 사무원 및 관리원(음식료품),1,0,9160,0,0,0,0,경기도 용인시 기흥구 서천로201번길 14 (농서동)2층 209호~214호,4,생산/제조
339,가구 제조원,1,0,9160,0,0,0,0,경기도 포천시 가산면 방산길 82-27 나누리가구,1,생산/제조
340,도서 정리원,0,2,2140580,0,0,0,0,경상남도 창원시 마산합포구 경남대학로 7 경남대학교 (월영동) 경남대학교,4,서비스
341,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,0,9160,0,0,0,0,경상남도 창원시 진해구 충장로82번길 15 (송학동),1,서비스
342,직업 운동선수,0,2,1350000,0,0,0,0,경상북도 경산시 진량읍 공단6로 77 경영지원본부 HR팀,1,전문/특수직
343,환경 미화원,0,2,538720,0,0,0,0,경상북도 경주시 동천로42번길 30 30 (동천동),1,서비스
344,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상북도 칠곡군 왜관읍 중앙로10길 33 .,3,경영/사무
345,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",1,0,9620,0,0,0,0,광주광역시 광산구 평동공단산정로 108 (연산동),1,서비스
346,의료 보조원,0,0,9160,0,0,0,0,대전광역시 중구 문화로 282 충남대학교병원 (대사동),1,의료
347,사무 보조원(일반사업체),0,2,1300000,0,0,0,0,서울특별시 강남구 테헤란로87길 36 도심공항타워 21층 (삼성동),1,경영/사무
348,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,2,835900,1,0,0,0,서울특별시 노원구 화랑로 621 (공릉동),0,서비스
349,환경 미화원,0,2,538720,0,0,0,0,서울특별시 도봉구 마들로 664-23 (도봉동),1,서비스
350,사무 보조원(일반사업체),2,0,9800,0,0,0,0,서울특별시 동작구 상도로 133 3층 (상도동),1,경영/사무
351,경비 관리자,0,2,2300000,0,0,0,0,서울특별시 동작구 상도로 234 서울도시가스빌딩 (상도동),1,서비스
352,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",0,2,1000000,0,0,0,0,서울특별시 서초구 효령로 321 1층(서초동),1,서비스
353,쇼핑몰택배 준비원,0,2,2100000,0,1,0,0,서울특별시 송파구 올림픽로 300 (신천동) 32층,4,무역/유통
354,생산·품질 사무원 및 관리원(그 외 분야),0,2,2100000,0,1,0,0,서울특별시 송파구 올림픽로 300 (신천동) 32층,4,생산/제조
355,음료 조리사(바리스타 포함),0,2,1036000,0,0,0,0,서울특별시 종로구 새문안로 58 광화문빌딩 2층 한울타리,1,서비스
356,환경 미화원,0,3,25000000,0,0,0,0,세종특별자치시  보듬7로 20 407 (도담동),1,서비스
357,기타 보건·의료 서비스 종사원,0,3,25000000,0,0,0,0,세종특별자치시  보듬7로 20 407 (도담동),1,서비스
358,주차 관리·안내원,0,3,13000000,0,0,0,0,세종특별자치시  보듬7로 20 407 (도담동),1,서비스
359,사무 보조원(일반사업체),0,2,2300000,0,0,0,0,"전라남도 여수시 덕충2길 32 1층 1-1호 (덕충동, GS칼텍스벨류센터)",1,경영/사무
360,안마사,1,0,9160,0,0,0,0,제주특별자치도 제주시 서광로20길 7 (삼도일동),0,서비스
361,데스크 안내원,0,0,9160,0,0,0,0,제주특별자치도 제주시 아란13길 15 (아라일동),4,서비스
362,직업 운동선수,0,2,1150000,0,0,0,0,"충청북도 청주시 청원구 북이면 충청대로 1217 (현암리), 충청대로 1217",1,전문/특수직
363,사무 보조원(일반사업체),1,0,9160,0,0,0,0,"경기도 광명시 소하로 190 제4층, 제402호(소하동, 광명G타워) (소하동)",1,경영/사무
364,시설 요양보호사(노인요양사),0,0,9620,0,0,특수교육학,0,경상북도 구미시 공원로 340 340 (형곡동),1,서비스
365,환경 미화원,0,0,9620,0,0,특수교육학,0,경상북도 구미시 공원로 340 340 (형곡동),1,서비스
366,환경 미화원,0,0,9620,0,0,0,0,경상북도 구미시 공원로 340 구미시장애인체육관 (형곡동),1,서비스
367,환경 미화원,0,0,9620,0,0,0,0,"경상북도 구미시 문장로 110 (도량동,금오종합사회복지관)",3,서비스
368,단체 급식 보조원,0,0,9620,0,0,0,0,경상북도 구미시 황상동 110번지,2,서비스
369,임산물 채취 및 기타 임업 종사원,1,0,9160,0,0,0,0,경상북도 봉화군 상운면 이동길 5 1층,2,
370,총무 및 일반 사무원,0,2,2011000,0,0,0,0,광주광역시 남구 덕남길 7 (노대동) 1층,2,경영/사무
371,그 외 사회복지 종사원,1,0,9620,0,3,국어·국문학,0,광주광역시 북구 서하로233번길 5 (오치동),2,의료
372,공공행정 사무원,1,3,23000000,0,0,0,0,대전광역시 서구 둔산북로 121 2층 209호 (둔산동),1,경영/사무
373,음료 조리사(바리스타 포함),1,0,9620,0,0,0,0,"대전광역시 유성구 문지로 285 104,105호(문지동)",1,서비스
374,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),1,2,934000,0,0,0,0,부산광역시 부산진구 성지곡로33번길 29-28 (초읍동)부산광역시어린이회관,3,생산/제조
375,총무 및 일반 사무원,0,2,1860000,0,0,0,0,서울특별시 강남구 일원로 81 (일원동),4,경영/사무
376,안마사,1,2,1600000,0,0,0,0,서울특별시 영등포구 여의대로 108 (여의도동) 파크원 타워2 34층,1,서비스
377,매장 정리원(매장 보조원),2,0,9160,0,0,0,0,서울특별시 종로구 창경궁로 241-1 (명륜2가) 1층,4,서비스
378,사무 보조원(일반사업체),0,2,1118000,0,0,0,0,서울특별시 중구 세종대로 55 (태평로2가),4,경영/사무
379,세탁원(다림질원),1,0,9620,0,0,0,0,전라남도 목포시 둔재머리길 41 (연산동) 삼오산업,0,서비스
380,기타 보건·의료 서비스 종사원,0,0,10785,0,0,0,0,강원도 삼척시 오십천로 418,1,서비스
381,사무 보조원(공공기관),0,2,953340,0,0,0,0,"강원도 철원군 갈말읍 삼부연로 51 (신철원리), 주민생활지원과",3,경영/사무
382,광고디자이너,1,3,24500000,0,1,0,0,경기도 광주시 직동로 27 (직동),1,디자인
383,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",0,2,2120000,0,0,0,0,경기도 부천시 조마루로 170 순천향대학교 부천병원 (중동),1,서비스
384,환경 미화원,2,0,9160,0,0,0,0,경기도 성남시 중원구 둔촌대로457번길 13 SPC GFS (상대원동),1,서비스
385,기계·금속 분야 단순 종사원,1,1,100000,0,0,0,0,경기도 시흥시 범안로 506 (과림동),1,생산/제조
386,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,2,1432800,0,0,0,0,"경기도 용인시 수지구 광교중앙로296번길 10 상현동, 광교 리치안 오피스텔 203호 (상현동)",1,서비스
387,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,2,730000,0,0,0,0,"경기도 용인시 수지구 광교중앙로296번길 10 상현동, 광교 리치안 오피스텔 203호 (상현동)",1,서비스
388,생산·품질 사무원 및 관리원(그 외 분야),1,2,1005290,0,1,0,0,경기도 용인시 처인구 남사읍 처인성로 928 에이스엘이디,1,생산/제조
389,사무 보조원(일반사업체),0,2,2250000,0,2,0,0,경기도 하남시 고골로262번길 51 (항동) (항동),1,경영/사무
390,세차원 및 운송장비 청소원,0,2,1000000,0,0,0,0,경기도 하남시 조정대로 77 나래에너지서비스 O&M 본사 (하남열병합발전소 內) (풍산동),1,서비스
391,세탁원(다림질원),1,0,9160,0,0,0,0,경상남도 김해시 진영읍 본산2로 37-11 주식회사 위더스에스,1,서비스
392,세탁원(다림질원),1,0,9620,0,0,0,0,경상남도 양산시 북정공단2길 55  (북정동),0,서비스
393,사무 보조원(공공기관),0,2,2493370,0,0,0,0,광주광역시 남구 송암로 60 (송하동),3,경영/사무
394,사무 보조원(일반사업체),1,2,1450000,0,1,0,0,대구광역시 동구 동호로3길 22 4층 (동호동),1,경영/사무
395,창고 관리원(자재 검수원 포함),0,0,9160,0,0,0,0,대구광역시 동구 화랑로99길 9 (용계동),1,서비스
396,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",1,2,929530,0,0,0,0,부산광역시 사하구 하신중앙로3번나길 16 (장림동),3,서비스
397,게임 디자이너,1,3,30000000,0,0,0,0,서울특별시 금천구 가산디지털1로 131 (가산동) BYC하이시티 A동 12층,1,디자인
398,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",0,0,9160,0,0,0,0,서울특별시 성동구 광나루로8길 31 1001호(성수동2가),1,생산/제조
399,음료 조리사(바리스타 포함),0,3,13200000,0,0,0,0,서울특별시 성동구 성수일로6길 33 아연디지털타워 3층,1,서비스
400,총무 및 일반 사무원,1,2,2390000,0,0,0,0,서울특별시 송파구 충민로 66 (문정동),4,경영/사무
401,증권 사무원(출납창구 제외),0,3,30000000,0,0,0,0,서울특별시 영등포구 국제금융로2길 36 (여의도동),4,경영/사무
402,육류 가공기계 조작원,1,0,9160,0,0,0,0,전라남도 광양시 광양읍 예구7길 18 다미설,0,생산/제조
403,음료 조리사(바리스타 포함),0,0,9620,0,0,0,0,전라남도 무안군 삼향읍 어진누리길 10 전라남도교육청 1층(민원봉사실),1,서비스
404,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,2,1631000,0,0,0,0,충청남도 논산시 해월로 51  (부창동),1,서비스
405,사무 보조원(공공기관),0,0,9620,0,0,0,0,"강원도 고성군 간성읍 고성중앙길 9 (하리), 고성군청",3,경영/사무
406,사무 보조원(공공기관),0,0,9160,0,0,0,0,강원도 양구군 양구읍 관공서로 38 (하리),3,경영/사무
407,사무 보조원(공공기관),0,0,9620,0,0,0,0,강원도 양양군 양양읍 군청길 1 (군행리),3,경영/사무
408,생산·품질 사무원 및 관리원(기계·자동차·금속),0,0,9160,0,0,0,0,강원도 원주시 우산로 180-14 (주)케이엠텍 (우산동),1,생산/제조
409,세탁 기계 조작원,1,2,1400000,0,0,0,자동차운전면허,강원도 원주시 원일로 22 성지병원 (인동),1,생산/제조
410,사무 보조원(공공기관),0,2,538720,0,0,0,0,강원도 인제군 인제읍 인제로187번길 8 인제군청,3,경영/사무
411,종이제품 생산기계 조작원,1,2,1914440,0,0,0,0,강원도 춘천시 신북읍 아침못길 145 .,1,생산/제조
412,사무 보조원(공공기관),0,2,953340,0,0,0,0,강원도 홍천군 홍천읍 석화로 93 (희망리),3,경영/사무
413,사무 보조원(공공기관),0,2,538720,0,0,0,0,강원도 화천군 화천읍 강변로 157 2-15,1,경영/사무
414,기타 보건·의료 서비스 종사원,0,0,9160,0,0,0,0,경기도 고양시 일산동구 일산로 323 국립암센터 (마두동),4,서비스
415,식품 분야 단순 종사원,1,2,2250000,0,0,0,0,경기도 광주시 광남안로 29-10 (주)동해식품 (태전동),1,생산/제조
416,물류 사무원(물류 관리사),0,3,25000000,0,0,0,0,경기도 광주시 오포읍 오포로829번길 17 추자리,1,서비스
417,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,2,2080000,0,0,0,0,경기도 광주시 포돌이로 135 (탄벌동),3,서비스
418,단체 급식 보조원,0,0,9160,0,0,0,0,경기도 성남시 분당구 야탑로 98 2층 (주)현대캐터링시스템 (야탑동),1,서비스
419,환경 미화원,1,0,9160,0,0,0,0,경기도 성남시 분당구 판교로 289 (삼평동),1,서비스
420,환경 미화원,1,2,1146246,0,0,0,0,경기도 성남시 수정구 수정로 91 곽여성병원  (태평동),1,서비스
421,환경 미화원,1,0,9160,0,0,0,0,경기도 성남시 수정구 위례서일로 6 우대빌딩  6F 위례재활의학과병원,1,서비스
422,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,2,2200000,0,0,0,0,경기도 안산시 상록구 한양대학로 55 (사동),1,서비스
423,주방 보조원(일반 음식점),1,0,9160,0,0,0,0,경기도 양주시 고삼로43번길 30 (삼숭동) 곰두리어린집,0,서비스
424,식품 분야 단순 종사원,1,0,9160,0,0,0,0,경기도 하남시 미사강변서로 25 (풍산동),1,생산/제조
425,주입·포장·상표부착기 등 기타 기계 조작원,1,2,957220,0,0,0,0,"경기도 하남시 미사강변서로 25 FB329호, FB330호, FB331호, FB332호, (풍산동)",1,생산/제조
426,안마사,1,2,2000000,0,0,0,0,경기도 하남시 미사강변중앙로 226 (망월동),0,서비스
427,병원 급식 조리사,1,3,28000000,0,0,0,0,경기도 하남시 미사대로 424 4~8층  (망월동),1,서비스
428,CNC 선반 조작원(NC 선반 조작원),1,0,9160,0,1,0,0,경기도 화성시 양감면 요당길320번길 51 .,1,생산/제조
429,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,0,9620,0,0,0,0,경상남도 창원시 의창구 중앙대로 181 (용호동),3,서비스
430,환경 미화원,0,0,9160,0,0,0,0,경상북도 경산시 원효로 309-6 (갑제동),3,서비스
431,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",2,0,9620,0,0,0,0,광주광역시 북구 설죽로 433 (삼각동),0,서비스
432,환경 미화원,0,0,11830,0,0,0,0,광주광역시 북구 우치로 77 (용봉동),3,서비스
433,음료 조리사(바리스타 포함),1,0,9160,0,0,0,0,대구광역시 달성군 옥포읍 비슬로447길 20 학산보호작업장,1,서비스
434,사무 보조원(일반사업체),0,0,9160,0,0,0,0,"부산광역시 북구 금곡대로 268 405호 (화명동, 화명동대림타운)",1,경영/사무
435,공공행정 사무원,0,2,1931520,0,0,0,0,부산광역시 연제구 연제로 36 부산지방고용노동청 (연산동),1,경영/사무
436,매장 정리원(매장 보조원),0,2,1081800,0,0,0,0,서울특별시 강남구 도산대로 523 (청담동) 한섬빌딩,4,서비스
437,사무 보조원(일반사업체),0,0,9620,0,0,0,0,서울특별시 강남구 밤고개로 99 SRT 지하 1층 수서역사점 롯데리아 (수서동),1,경영/사무
438,환경 미화원,0,2,1077000,0,0,0,0,"서울특별시 강남구 테헤란로 152 (역삼동, 강남파이낸스센터) 1층",1,서비스
439,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",0,0,9160,0,0,0,0,서울특별시 광진구 자양로 76 (자양동),3,생산/제조
440,의료 보조원,0,0,9540,0,1,0,0,서울특별시 구로구 구로동로 148 (구로동),4,의료
441,주방 보조원(일반 음식점),1,0,9620,0,0,0,0,"서울특별시 구로구 디지털로31길 38-21 , 905호",1,서비스
442,웹 디자이너,0,2,800000,0,1,0,0,서울특별시 마포구 와우산로 118 (창전동) 후암빌딩 5층,1,디자인
443,음료 조리사(바리스타 포함),0,2,2200000,0,0,0,0,서울특별시 영등포구 63로 50 (여의도동),4,서비스
444,네일 아티스트(손톱 관리사),0,2,1550000,0,0,0,0,서울특별시 영등포구 선유로49길 23 (양평동4가),0,서비스
445,총무 및 일반 사무원,1,3,25000000,0,0,0,0,전라남도 화순군 화순읍 훈리길 15 .,1,경영/사무
446,환경 미화원,1,2,1167500,0,0,0,0,전라북도 군산시 황룡2길 61 (미룡동),3,서비스
447,기타 목재·종이 기계 조작원,1,2,1510340,0,0,0,0,전라북도 전주시 덕진구 서당길 37 1층 (용정동),1,생산/제조
448,재봉사(의류·직물),1,0,9620,0,0,0,0,충청남도 천안시 서북구 입장면 망향로 1225 천안cs,1,생산/제조
449,환경 미화원,0,0,9620,0,0,0,0,충청남도 홍성군 홍성읍 충절로 741 (구룡리),3,서비스
450,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",0,2,950000,0,0,0,0,경기도 수원시 장안구 경수대로 795 (영화동),4,서비스
451,물류 사무원(물류 관리사),0,3,28000000,1,0,0,0,경기도 시흥시 서해안로 186 대정화금(주) (정왕동),1,서비스
452,신발 제조기계 조작원 및 조립원,1,2,1915000,0,0,0,0,경기도 양주시 백석읍 권율로1203번길 39-29 주식회사 커밍,1,생산/제조
453,제과·제빵원,1,0,9160,0,0,0,0,경기도 하남시 미사강변서로 25 (풍산동),1,생산/제조
454,빌딩 전기관리원,1,2,2400000,0,0,0,전기기사,경상남도 창원시 마산합포구 가포로 652 창원요양병원 (덕동동),1,생산/제조
455,대기 환경 기술자 및 연구원,1,0,9620,0,0,0,0,경상남도 창원시 진해구 죽곡로 158 (죽곡동) 진해공장,0,전문/특수직
456,환경 미화원,0,0,9620,0,0,0,0,"경상북도 영양군 영양읍 영양창수로 83 (동부리, 영양군교육청)",3,서비스
457,환경 미화원,0,0,9620,0,0,0,0,경상북도 포항시 남구 지곡로 150 (지곡동) 포항제철공업고등학교,4,서비스
458,음료 조리사(바리스타 포함),0,3,15000000,0,0,0,0,대전광역시 유성구 엑스포로 325 (원촌동) (주)SK 대덕연구단지,4,서비스
459,"기타 건물 관리원(공원, 종교시설 등)",0,3,24126960,0,0,0,0,대전광역시 유성구 엑스포로 409 (문지동),1,서비스
460,의료 보조원,0,0,9160,0,0,0,0,부산광역시 남구 석포로26번길 17 ..(감만동),0,의료
461,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",1,2,2000000,0,0,0,0,"부산광역시 남구 신선로 365 (용당동) 1308-B호(감만동, 부경대학교 용당캠퍼스 한미르관)",1,서비스
462,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,2,2300000,0,0,0,0,서울특별시 강남구 강남대로62길 31 예원빌딩 5층 (역삼동),1,서비스
463,사무 보조원(일반사업체),1,0,9160,0,0,0,0,서울특별시 강서구 강서로 468 에이스테크노타워 701호 (등촌동),1,경영/사무
464,주차 관리·안내원,0,2,2411000,0,1,0,0,서울특별시 강서구 마곡중앙5로 18 케이지스퀘어 6-8층,1,서비스
465,주차 관리·안내원,0,2,2302000,0,1,0,0,서울특별시 강서구 마곡중앙5로 18 케이지스퀘어 6-8층,1,서비스
466,환경 미화원,0,2,1008000,0,1,0,0,서울특별시 강서구 마곡중앙5로 18 케이지스퀘어 6-8층,1,서비스
467,안마사,0,2,2000000,0,0,0,0,서울특별시 강서구 양천로 401 강서한강자이타워A동 601호 (가양동),1,서비스
468,주입·포장·상표부착기 등 기타 기계 조작원,1,2,1914440,0,0,0,0,서울특별시 금천구 두산로9길 28 (독산동),1,생산/제조
469,주입·포장·상표부착기 등 기타 기계 조작원,0,2,2300000,0,0,0,0,"서울특별시 동대문구 경희대로 23 (회기동), 경희의료원",4,생산/제조
470,모니터 요원,0,2,1154400,0,0,0,0,서울특별시 마포구 월드컵북로 400 9층 한국저작권보호원 (상암동),1,서비스
471,사회복지사(사회복지시설),1,2,2194000,0,0,0,사회복지사,서울특별시 송파구 백제고분로37길 4 5층 송파구방이복지관 (석촌동),1,의료
472,환경 미화원,1,0,9620,0,0,0,0,서울특별시 영등포구 영등포로5길 19 903호 (양평동2가),1,서비스
473,"기타 건물 관리원(공원, 종교시설 등)",0,2,1000000,0,0,0,0,서울특별시 중랑구 동일로 780 (중화동),3,서비스
474,배송·납품 운전원(납품영업 포함),0,0,9620,0,0,0,자동차운전면허1종보통,전라남도 순천시 별량면 온수길 63 봉림리 901-1,1,서비스
475,단체 급식 보조원,0,0,9620,0,0,0,0,전라남도 순천시 해룡면 율촌산단5로 46 1층 현대제철(주)단조공장내 직원식당,4,서비스
476,공공행정 사무원,1,2,1868000,0,0,0,0,전라북도 남원시 남문로 373 (왕정동),3,경영/사무
477,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",1,2,1541000,0,0,0,0,전라북도 익산시 선화로1길 106 (모현동2가),3,서비스
478,콜센터 상담원(콜센터·고객센터·CS센터),0,2,2008000,0,0,0,0,전라북도 전주시 덕진구 안덕원로 191 (인후동2가),3,교육
479,환경 미화원,1,2,1868000,0,0,0,0,전라북도 전주시 완산구 홍산로 111 (효자동2가),3,서비스
480,사무 보조원(일반사업체),0,0,9160,0,0,0,0,제주특별자치도 제주시 서광로 193 (삼도일동),0,경영/사무
481,사무 보조원(일반사업체),0,2,861600,0,0,0,0,제주특별자치도 제주시 전농로 114 KT제주단 신관 제주고객센터(이도일동),4,경영/사무
482,사무 보조원(공공기관),0,2,538720,0,0,0,0,강원도 원주시 동부순환로 9-8 원주시장애인종합복지관 (단구동),1,경영/사무
483,세탁원(다림질원),0,0,9160,0,0,0,0,강원도 원주시 태장공단길 77 성안 주식회사 (태장동),1,서비스
484,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",1,0,9160,0,0,0,0,강원도 원주시 흥업면 한라대길 28 창업보육센터 2동 103호,1,생산/제조
485,음료 조리사(바리스타 포함),1,0,9160,0,0,0,0,강원도 홍천군 홍천읍 석화로 93 홍천군청점,2,서비스
486,사업체 구내식당 급식 조리사,1,2,2300000,0,0,0,0,경기도 군포시 고산로 429 (산본동),3,서비스
487,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",1,0,9160,0,0,0,0,경기도 성남시 중원구 둔촌대로 495 (상대원동),1,생산/제조
488,환경 미화원,1,0,9160,0,0,0,0,경기도 화성시 동탄대로21길 24 (영천동),1,서비스
489,음료 조리사(바리스타 포함),2,0,9160,0,0,0,0,경상남도 고성군 고성읍 동외로151번길 50 진현빌딩 1층,2,서비스
490,사무 보조원(일반사업체),1,0,9160,0,0,0,0,경상남도 김해시 번화1로 36 엠아이병원  (대청동),1,경영/사무
491,배송·납품 운전원(납품영업 포함),1,0,9160,0,0,자동차공학,0,"경상남도 김해시 인제로 197 (어방동) (삼방동, 인제대학교) 4층 401호 창조관",1,서비스
492,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",0,0,9160,0,0,가족·사회·복지학,0,경상남도 창원시 의창구 도계두리길 20 유진빌딩 1층 (도계동),1,생산/제조
493,소각로 조작원,0,3,35000000,0,0,0,0,경상남도 창원시 진해구 천자로 105-1 진해자원회수시설(진해소각장) (덕산동),1,생산/제조
494,주차 관리·안내원,1,2,1694000,0,0,0,0,광주광역시 광산구 목련로 316 (신가동),0,서비스
495,주차 관리·안내원,0,2,2100000,0,0,0,0,대구광역시 수성구 수성로 194 (중동),1,서비스
496,사무 보조원(일반사업체),0,0,9160,0,0,0,0,대구광역시 중구 명륜로 69 (남산동),4,경영/사무
497,사무 보조원(공공기관),0,2,1850000,0,0,0,0,부산광역시 남구 문현금융로 33 기술보증기금 (문현동),3,경영/사무
498,사무 보조원(공공기관),0,2,1850000,0,0,0,0,부산광역시 남구 문현금융로 33 기술보증기금 (문현동),3,경영/사무
499,사무 보조원(일반사업체),1,0,9160,0,0,0,0,부산광역시 수영구 민락수변로17번길 36 (민락동) 타워더모스트광안 1022호,0,경영/사무
500,사무 보조원(일반사업체),0,2,1005290,0,0,0,0,"서울특별시 강남구 테헤란로 419 강남파이낸스플라자2층,5층 (삼성동)",1,경영/사무
501,고객 상담원(A/S·고장·제품사용),1,2,2210000,0,1,정보·통신공학,0,서울특별시 강남구 테헤란로 509 5층 (삼성동),1,교육
502,사무 보조원(공공기관),0,2,538720,0,0,가족·사회·복지학,0,서울특별시 강북구 도봉로89길 13 (수유동),1,경영/사무
503,환경 미화원,0,0,9120,0,0,0,0,서울특별시 강서구 강서로 468 에이스테크노타워 701호 (등촌동),1,서비스
504,음료 조리사(바리스타 포함),1,0,9160,0,0,0,0,서울특별시 광진구 용마산로 127 (중곡동),1,서비스
505,환경 미화원,0,0,9160,0,0,0,0,서울특별시 광진구 자양로 117 광진구청 (자양동),1,서비스
506,모니터 요원,0,2,980000,0,0,0,0,서울특별시 마포구 만리재로 15 (공덕동) 5층 501호(제일빌딩),1,서비스
507,사무 보조원(공공기관),0,0,9160,0,0,0,0,서울특별시 성동구 고산자로 270 성동구청 (행당동),3,경영/사무
508,의료 보조원,1,0,9160,0,0,0,0,서울특별시 성동구 마장로 207 (홍익동) 서울특별시장애인치과병원,1,의료
509,사무 보조원(일반사업체),0,2,2000000,0,0,0,0,서울특별시 성동구 성수이로24길 32 1층(성수동2가),1,경영/사무
510,데스크 안내원,0,2,1000000,0,0,0,0,서울특별시 성동구 왕십리로 206 (행당동),4,서비스
511,전산자료 입력원(DB·단순자료),0,0,11000,0,3,영미어·문학,0,"서울특별시 송파구 올림픽로 300 35층 (신천동,롯데월드타워앤드롯데월드몰)",4,경영/사무
512,사무 보조원(일반사업체),0,2,1500000,0,2,0,0,서울특별시 영등포구 여의대로 66 15층,1,경영/사무
513,의료 보조원,1,2,1780000,0,0,0,0,"서울특별시 종로구 대학로 101 (연건동,서울대학교병원)",3,의료
514,매장 정리원(매장 보조원),1,0,9160,0,0,0,0,서울특별시 종로구 종로 51 17층 (종로2가),1,서비스
515,자재·구매 사무원(일반 사업체),0,3,33000000,0,0,전산학·컴퓨터공학,0,서울특별시 중구 남대문시장10길 2 (회현동1가),1,경영/사무
516,환경 미화원,0,0,9160,0,0,0,0,서울특별시 중랑구 봉화산로 179 중랑구청 (신내동),3,서비스
517,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",0,0,9160,0,0,0,0,서울특별시 중랑구 봉화산로 179 중랑구청 (신내동),3,생산/제조
518,음료 조리사(바리스타 포함),1,2,1005290,0,0,0,0,서울특별시 중랑구 상봉중앙로1길 6 (상봉동),3,서비스
519,사무 보조원(공공기관),0,2,1162350,0,0,0,0,인천광역시 남동구 정각로 29 (구월동),3,경영/사무
520,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,0,9160,0,0,0,0,인천광역시 중구 서해대로 332 (신흥동3가),0,서비스
521,식품 분야 단순 종사원,1,0,9620,0,0,0,0,전라남도 순천시 별량면 온수길 63 봉림리 901-1,1,생산/제조
522,주방 보조원(일반 음식점),0,0,9160,0,0,0,0,전라남도 여수시 산단중앙로 460 1층(중흥동),4,서비스
523,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),1,2,1401000,0,0,0,0,전라북도 남원시 향단로 77 (동충동),3,생산/제조
524,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",1,2,1541000,0,0,0,0,전라북도 전주시 덕진구 안덕원로 71 (진북동),3,서비스
525,사무 보조원(공공기관),0,2,2830000,0,1,0,0,충청북도 진천군 덕산읍 교학로 8 한국교육과정평가원,1,경영/사무
526,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",0,1,76960,0,0,0,0,충청북도 청주시 청원구 내수읍 구성새동네길 39 (구성리),3,서비스
527,세차원 및 운송장비 청소원,0,0,9160,0,0,0,0,충청북도 청주시 흥덕구 직지대로240번길 58 (비하동) (),1,서비스
528,고객 상담원(스포츠·예식·항공·여행·숙박·오락),1,2,2164440,0,1,0,0,서울특별시 강남구 테헤란로 509 5층 (삼성동),1,교육
529,공공행정 사무원,0,2,1145290,0,0,0,0,강원도 원주시 북원로2425번길 73 한국폴리텍대학 원주캠퍼스,3,경영/사무
530,안마사,1,0,9160,0,0,0,0,경기도 고양시 일산동구 중앙로 1205 (장항동) 602호,1,서비스
531,환경 미화원,1,2,2080000,0,0,0,0,경기도 광주시 포돌이로 135 (탄벌동),3,서비스
532,환경 미화원,0,2,1000000,0,0,0,0,경기도 성남시 수정구 창업로 54 판교제2테크노밸리 기업성장센터 724호 (시흥동),1,서비스
533,환경 미화원,0,2,963000,0,0,0,0,"경기도 용인시 수지구 광교중앙로296번길 10 상현동, 광교 리치안 오피스텔 203호 (상현동)",1,서비스
534,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상남도 고성군 고성읍 성내로 130,1,경영/사무
535,사무 보조원(일반사업체),1,0,9160,0,0,0,0,"경상남도 진주시 범골로54번길 30-9 B동 708,709,710,715호 (충무공동)",1,경영/사무
536,기타 식품가공 종사원,1,0,9160,0,0,0,0,경상남도 진주시 판문오동길 124  (판문동),1,생산/제조
