연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
216,2022-12-23,2022-12-23~2023-02-28,주식회사 기프트플랫폼,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9160,무관,0년개월,무관,,,경기도 남양주시 다산중앙로19번길 21 (다산동) 5층 514호,개인,경기북부지사,2022-12-30,1588-1519
15,2022-12-30,2022-12-30~2023-02-28,제이에스텍,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,0년개월,무관,,,경기도 부천시 오정로 27-26 (삼정동),개인,경기서부지사,2022-12-30,1588-1519
14,2022-12-30,2022-12-30~2023-02-28,고려대학교부속안산병원,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9650,무관,무관,무관,보건학,,경기도 안산시 단원구 적금로 123 (고잔동),대기업,경기서부지사,2022-12-30,1588-1519
16,2022-12-30,2022-12-30~2023-01-31,(주)현대그린푸드,단체 급식 보조원,상용직,시급,9620,무관,무관,무관,,,경기도 용인시 수지구 문인로 30 5층 현대그린푸드 (동천동),중소,전남지사,2022-12-30,1588-1519
17,2022-12-30,2022-12-30~2023-01-31,(주)비엘피,물류 사무원(물류 관리사),상용직,월급,3200000,무관,무관,무관,,,경기도 의왕시 장안남북로1길 4 .,중소,경기동부지사,2022-12-30,1588-1519
11,2022-12-30,2022-12-30~2023-01-13,나래에너지서비스,총무 및 일반 사무원,계약직,연봉,30000000,무관,무관,무관,,,경기도 하남시 위례대로4길 29 경영지원팀 (학암동),중소,경기동부지사,2022-12-30,1588-1519
21,2022-12-30,2022-12-30~2022-12-31,밀양시청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,경상남도 밀양시 밀양대로 2047 (교동),"공사,공공",울산지사,2022-12-30,1588-1519
25,2022-12-30,2022-12-30~2022-12-31,양산시청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,경상남도 양산시 중앙로 39 503-3 (남부동),"공사,공공",울산지사,2022-12-30,1588-1519
27,2022-12-30,2022-12-30~2023-01-31,(주)고려이노테크,직업 운동선수,계약직,시급,9620,무관,무관,무관,,,경상남도 창원시 마산합포구 진전면 팔의사로 495 (주)고려이노테크,중소,경남지사,2022-12-30,1588-1519
30,2022-12-30,2022-12-30~2023-01-02,위드에이블,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",시간제,시급,9620,무관,무관,무관,,,"경상남도 함안군 칠원면 유장길 433 (유원리, 사회복지법인가람 위드에이블)","협회,단체",경남지사,2022-12-30,1588-1519
13,2022-12-30,2022-12-30~2023-01-20,경상북도장애인체육회,직업 운동선수,상용직,시급,9160,무관,무관,무관,체육,,경상북도 경산시 경산로44길 7 2층,"협회,단체",경북지사,2022-12-30,1588-1519
10,2022-12-30,2022-12-30~2023-03-29,영남에너지서비스(주),계기 검침원 및 가스 점검원,계약직,월급,2000000,무관,무관,무관,전기공학,,경상북도 구미시 1공단로6길 94 영남에너지서비스,중소,경북지사,2022-12-30,1588-1519
5,2022-12-30,2022-12-30~2023-03-01,금릉초등학교,사서,계약직,시급,9620,무관,0년개월,무관,,,경상북도 김천시 구읍길 57 (삼락동),"공사,공공",경북지사,2022-12-30,1588-1519
9,2022-12-30,2022-12-30~2023-03-01,김천여자고등학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,시급,9620,무관,0년개월,무관,,,경상북도 김천시 모암사랑10길 9 (모암동),"공사,공공",경북지사,2022-12-30,1588-1519
37,2022-12-30,2022-12-30~2023-01-31,경상북도문경교육지원청,환경 미화원,계약직,시급,9620,무관,0년개월,무관,,,경상북도 문경시 호계면 태봉1길 25 (호계면),"공사,공공",경북지사,2022-12-30,1588-1519
208,2022-12-23,2022-12-23~2022-12-28,경상북도교육청 성주도서관,사서,계약직,월급,1000000,무관,0년개월,무관,,,경상북도 성주군 성주읍 주천로 15-11 (예산리),"공사,공공",대구지역본부,2022-12-30,1588-1519
39,2022-12-30,2022-12-30~2023-01-20,경상북도안동교육지원청,환경 미화원,계약직,시급,9160,무관,무관,무관,,,경상북도 안동시 경동로 554 (당북동),"공사,공공",경북지사,2022-12-30,1588-1519
32,2022-12-30,2022-12-30~2023-01-20,참사랑보호작업장,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9160,무관,무관,무관,,,경상북도 안동시 북후면 광평2길 106-25 (도촌리),"협회,단체",경북지사,2022-12-30,1588-1519
18,2022-12-30,2022-12-30~2023-01-20,안동송현초등학교,환경 미화원,계약직,시급,9160,무관,0년개월,무관,,,경상북도 안동시 송현동 380번지,"공사,공공",경북지사,2022-12-30,1588-1519
29,2022-12-30,2022-12-30~2023-01-20,경상북도교육청,음료 조리사(바리스타 포함),계약직,시급,9620,무관,무관,무관,,,경상북도 안동시 풍천면 도청대로 511 .(갈전리),"공사,공공",경북지사,2022-12-30,1588-1519
28,2022-12-30,2022-12-30~2023-01-31,경상북도교육청 의성도서관,사서,계약직,시급,9620,무관,0년개월,무관,,,"경상북도 의성군 의성읍 중리길 44 (중리리, 의성공공도서관)","공사,공공",경북지사,2022-12-30,1588-1519
35,2022-12-30,2022-12-30~2023-02-20,석적초등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620,무관,0년개월,무관,,,경상북도 칠곡군 석적읍 남율로12길 76 석적초등학교,"공사,공공",대구지역본부,2022-12-30,1588-1519
1,2022-12-30,2022-12-30~2023-02-28,경원고등학교,학교행정 사무원(교무),계약직,시급,9620,무관,무관,무관,,,대구광역시 달서구 새방로 77 (용산동),"공사,공공",대구지역본부,2022-12-30,1588-1519
4,2022-12-30,2022-12-30~2023-01-20,새론중학교,환경 미화원,계약직,월급,934000,경력,0년12개월,무관,,,대구광역시 동구 이노밸리로 255 (신서동) 새론중학교,"공사,공공",대구지역본부,2022-12-30,1588-1519
116,2022-12-28,2022-12-28~2023-01-31,나라솔루션(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620,무관,무관,무관,,,대구광역시 수성구 상화로 122-1 (두산동) 나라빌딩,중소,대구지역본부,2022-12-30,1588-1519
26,2022-12-30,2022-12-30~2023-01-02,주식회사 미르어패럴,섬유·의복 분야 단순 종사원,상용직,시급,9620,무관,0년개월,무관,,,"대전광역시 동구 매봉로 18 (가양동, 가양시장) 2층 제5호",중소,대전지역본부,2022-12-30,1588-1519
23,2022-12-30,2022-12-30~2022-12-30,(사)한국장애인공존협회,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620,경력,0년0개월,무관,,,부산광역시 기장군 정관읍 예림1로 82 장애인공존협회,중소,울산지사,2022-12-30,1588-1519
33,2022-12-30,2022-12-30~2023-01-20,종로행복일굼터,지하철 택배원,상용직,월급,1020000,무관,무관,무관,,,서울특별시 종로구 종로43길 9 종로행복일굼터 2~3층 (종로6가),중소,서울지역본부,2022-12-30,1588-1519
12,2022-12-30,2022-12-30~2023-01-30,(주)채널에이,모니터 요원,계약직,월급,900000,무관,무관,무관,,,서울특별시 종로구 청계천로 1 동아미디어센터 (서린동),대기업,서울지역본부,2022-12-30,1588-1519
2,2022-12-30,2022-12-30~2023-01-02,한국수목원정원관리원,사무 보조원(공공기관),계약직,월급,2010580,무관,무관,무관,,,"세종특별자치시 정부2청사로 10 3충 301, 302호(나성동)",중소,대전지역본부,2022-12-30,1588-1519
24,2022-12-30,2022-12-30~2022-12-31,울산남구청,사무 보조원(공공기관),계약직,시급,9620,무관,0년개월,무관,,,울산광역시 남구 돋질로 233 (달동),"공사,공공",울산지사,2022-12-30,1588-1519
8,2022-12-30,2022-12-30~2023-01-31,울산광역시동구청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,울산광역시 동구 봉수로 155 (화정동),"공사,공공",울산지사,2022-12-30,1588-1519
20,2022-12-30,2022-12-30~2022-12-31,울산광역시북구청,사무 보조원(공공기관),계약직,시급,9620,무관,0년개월,무관,,,울산광역시 북구 산업로 1010 (연암동) (연암동),"공사,공공",울산지사,2022-12-30,1588-1519
34,2022-12-30,2022-12-30~2022-12-30,울산광역시 울주군청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,울산광역시 울주군 청량읍 군청로 1 (울주군청),"공사,공공",울산지사,2022-12-30,1588-1519
22,2022-12-30,2022-12-30~2022-12-31,울산광역시 중구청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,울산광역시 중구 단장골길 1 (복산동 180-1),"공사,공공",울산지사,2022-12-30,1588-1519
19,2022-12-30,2022-12-30~2022-12-30,사단법인울산장애인부모회,가족·학교·아동·청소년·노인·중독 등 상담 전문가,계약직,시급,9620,무관,무관,무관,,,"울산광역시 중구 염포로 26 상가 304호, 울산장애인부모회 (반구동, 유로캐슬)",중소,울산지사,2022-12-30,1588-1519
36,2022-12-30,2022-12-30~2022-12-30,약손안마원,안마사,계약직,시급,9620,무관,무관,무관,,,"울산광역시 중구 학성로 150 (학산동), 5층","협회,단체",울산지사,2022-12-30,1588-1519
7,2022-12-30,2022-12-30~2023-01-14,가톨릭대학교 인천성모병원,의료 보조원,계약직,시급,9160,무관,무관,무관,,,인천광역시 부평구 동수로 56  (부평동),중소,인천지사,2022-12-30,1588-1519
31,2022-12-30,2022-12-30~2023-03-27,아이갓에브리씽 이순신도서관점,음료 조리사(바리스타 포함),상용직,시급,9620,무관,0년개월,무관,,,전라남도 여수시 웅천6길 51 (웅천동) 2층,"협회,단체",전남지사,2022-12-30,1588-1519
38,2022-12-30,2022-12-30~2023-02-28,(사)제주특별자치도지적발달장애인복지협회,복지시설 보조원,계약직,월급,1200000,무관,무관,무관,,,제주특별자치도 제주시 광양4길 32 3층 (이도일동),"협회,단체",제주지사,2022-12-30,1588-1519
3,2022-12-30,2022-12-30~2023-01-31,(사)대한안마사협회제주지부,안마사,계약직,월급,1200000,무관,무관,무관,,,제주특별자치도 제주시 서사로 149-1 2층(삼도일동),"협회,단체",제주지사,2022-12-30,1588-1519
6,2022-12-30,2022-12-30~2023-02-28,제주시각장애인복지관,안마사,계약직,월급,1200000,무관,무관,무관,,,"제주특별자치도 제주시 아봉로 433 (월평동), 제주시 아봉로 433","협회,단체",제주지사,2022-12-30,1588-1519
53,2022-12-29,2022-12-29~2023-01-02,(주)태성주택관리,모니터 요원,계약직,월급,2185370,무관,무관,무관,,,강원도 원주시 천매봉길 19  (단구동),중소,강원지사,2022-12-29,1588-1519
55,2022-12-29,2022-12-29~2023-01-13,(주)안랩,안마사,계약직,월급,1600000,무관,무관,무관,,,경기도 성남시 분당구 판교역로 220 (삼평동),대기업,경기동부지사,2022-12-29,1588-1519
77,2022-12-29,2022-12-29~2023-01-20,인화전자 주식회사,기타 전자 부품·제품 조립·검사원,상용직,연봉,27000000,무관,무관,무관,,,"경기도 성남시 중원구 둔촌대로388번길 24 810,811호",중소,경기동부지사,2022-12-29,1588-1519
110,2022-12-28,2022-12-28~2023-01-31,(주)하이원플러스,고객 상담원(A/S·고장·제품사용),상용직,시급,9620,무관,0년개월,고졸,,,경기도 평택시 안중읍 성해1길 15 15번지,중소,경기지역본부,2022-12-29,1588-1519
178,2022-12-26,2022-12-26~2023-01-31,주식회사희망나누기,LED 부품·제품 조립·검사원,상용직,월급,1005290,무관,무관,무관,,,"경기도 하남시 하남대로 947 하남테크노밸리 U1센터 C동 301, 302호",중소,경기동부지사,2022-12-29,1588-1519
62,2022-12-29,2022-12-29~2023-03-01,구미문성초등학교,사무 보조원(공공기관),계약직,시급,9620,무관,0년개월,무관,,,경상북도 구미시 고아읍 들성로9길 13 .,"공사,공공",경북지사,2022-12-29,1588-1519
80,2022-12-29,2022-12-29~2023-01-02,구미문성초등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620,무관,0년개월,무관,,,경상북도 구미시 고아읍 들성로9길 13 .,"공사,공공",경북지사,2022-12-29,1588-1519
66,2022-12-29,2022-12-29~2023-03-01,금오고등학교,환경 미화원,계약직,시급,9620,무관,0년개월,무관,,,경상북도 구미시 광평동 299-3번지,"공사,공공",경북지사,2022-12-29,1588-1519
45,2022-12-29,2022-12-29~2023-01-31,경북외국어고등학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,시급,9620,무관,0년개월,무관,,,경상북도 구미시 금오산로 198-14 (남통동),"공사,공공",경북지사,2022-12-29,1588-1519
41,2022-12-29,2022-12-29~2023-03-01,구미인덕초등학교,사무 보조원(공공기관),계약직,시급,9620,무관,0년개월,무관,,,경상북도 구미시 산동읍 신당인덕3로 25 .,"공사,공공",경북지사,2022-12-29,1588-1519
65,2022-12-29,2022-12-29~2023-01-31,오태초등학교,환경 미화원,계약직,시급,9620,무관,0년개월,무관,,,경상북도 구미시 오태동 산 107-2번지,"공사,공공",경북지사,2022-12-29,1588-1519
60,2022-12-29,2022-12-29~2023-03-01,구미왕산초등학교,사무 보조원(공공기관),계약직,시급,9620,무관,0년개월,무관,,,경상북도 구미시 왕산로 32 (임은동),"공사,공공",경북지사,2022-12-29,1588-1519
50,2022-12-29,2022-12-29~2022-12-31,경북생활과학고등학교,사무 보조원(공공기관),계약직,시급,9620,무관,0년개월,무관,,,경상북도 구미시 해평면 강동로 1654 (월호리),"공사,공공",경북지사,2022-12-29,1588-1519
70,2022-12-29,2022-12-29~2023-03-01,해평중학교,환경 미화원,계약직,시급,9620,무관,0년개월,무관,,,경상북도 구미시 해평면 강동로 1654 (월호리),"공사,공공",경북지사,2022-12-29,1588-1519
75,2022-12-29,2022-12-29~2023-03-01,형남초등학교,사무 보조원(공공기관),계약직,시급,9620,무관,0년개월,무관,,,경상북도 구미시 형곡동로 1-5 (형곡동),"공사,공공",경북지사,2022-12-29,1588-1519
52,2022-12-29,2022-12-29~2023-01-31,구미여자상업고등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620,무관,0년개월,무관,,,경상북도 구미시 형곡로38길 9-14 (형곡동),"공사,공공",경북지사,2022-12-29,1588-1519
49,2022-12-29,2022-12-29~2023-01-30,김천교육지원청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,경상북도 김천시 충효길 19 (성내동),"공사,공공",경북지사,2022-12-29,1588-1519
73,2022-12-29,2022-12-29~2023-01-20,주식회사 드림에프엔씨,세탁원(다림질원),계약직,시급,9620,무관,무관,무관,,,경상북도 포항시 남구 청림로 31 경상북도 포항시 남구 청림로 31(청림동),개인,경북지사,2022-12-29,1588-1519
74,2022-12-29,2022-12-29~2023-01-20,황금안마원,안마사,상용직,시급,9620,무관,0년개월,무관,,,경상북도 포항시 북구 법원로 1 모던빌딩(장성동),중소,경북지사,2022-12-29,1588-1519
47,2022-12-29,2022-12-29~2023-01-20,대명장례협동조합,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,무관,무관,,,경상북도 포항시 북구 소티재로 69-10  (우현동),중소,경북지사,2022-12-29,1588-1519
59,2022-12-29,2022-12-29~2023-01-31,(주)포위즈시스템,직업 운동선수,계약직,월급,1200000,무관,무관,무관,정보·통신공학,,대구광역시 동구 동내로 76 한국메디벤처센터빌딩 10층 1005호 (동내동),중소,대구지역본부,2022-12-29,1588-1519
67,2022-12-29,2022-12-29~2023-01-15,대구광역시,사무 보조원(공공기관),계약직,시급,9620,무관,0년개월,무관,,,대구광역시 중구 공평로 88 대구시청 (동인동1가),"공사,공공",대구지역본부,2022-12-29,1588-1519
43,2022-12-29,2022-12-29~2023-01-14,명지중학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,월급,934000,무관,0년개월,무관,,,부산광역시 강서구 명지국제6로318번길 54 (명지동),"공사,공공",부산지역본부,2022-12-29,1588-1519
71,2022-12-29,2022-12-29~2023-01-31,(사)친환경복지가로누리,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9620,무관,무관,무관,,,부산광역시 기장군 정관읍 정관로 859 1층,중소,부산지역본부,2022-12-29,1588-1519
76,2022-12-29,2022-12-29~2023-01-31,케어링커뮤니티케어부산수영점,안마사,계약직,월급,1300000,무관,무관,무관,,,부산광역시 수영구 광안해변로358번길 7 곡암빌딩 3층 (민락동),중소,부산지역본부,2022-12-29,1588-1519
56,2022-12-29,2022-12-29~2023-01-10,한국해양대학교,환경 미화원,계약직,연봉,26000000,무관,무관,무관,,,부산광역시 영도구 태종로 727 한국해양대학교 (동삼동),중소,부산지역본부,2022-12-29,1588-1519
58,2022-12-29,2022-12-29~2023-01-24,(주)하이프라자,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1046000,무관,무관,고졸,,,서울특별시 강서구 마곡중앙5로 18 케이지스퀘어 6-8층,중소,경기동부지사,2022-12-29,1588-1519
69,2022-12-29,2022-12-29~2023-01-21,서울특별시 여성가족재단,인문과학 연구원,상용직,연봉,27000000,무관,무관,고졸,,,서울특별시 동작구 여의대방로54길 18 . (대방동),중소,서울남부지사,2022-12-29,1588-1519
48,2022-12-29,2022-12-29~2023-01-02,(주)베어베터,종이제품 생산기계 조작원,계약직,월급,1000000,무관,0년개월,무관,,,"서울특별시 성동구 성수일로4길 25 (성수동2가) , 807",중소,서울북부지사,2022-12-29,1588-1519
54,2022-12-29,2022-12-29~2023-01-10,와이씨에프엔비(주),환경 미화원,계약직,월급,1010000,무관,0년개월,무관,,,서울특별시 송파구 백제고분로41길 30 1층(송파동),중소,서울동부지사,2022-12-29,1588-1519
40,2022-12-29,2022-12-29~2023-01-03,나이스평가정보주식회사,모니터 요원,계약직,월급,910000,무관,무관,무관,,,서울특별시 영등포구 은행로 17 나이스평가정보 (여의도동),"공사,공공",서울남부지사,2022-12-29,1588-1519
210,2022-12-23,2022-12-23~2023-01-06,디비씨에스아이손해사정 (주),환경 미화원,계약직,시급,9160,무관,0년개월,무관,,,서울특별시 중구 마른내로 35 (초동)13층 CSI경영지원본부,대기업,서울지역본부,2022-12-29,1588-1519
51,2022-12-29,2022-12-29~2022-12-31,울산지적장애인자립지원센터,가족·학교·아동·청소년·노인·중독 등 상담 전문가,계약직,시급,9620,무관,0년개월,무관,,,울산광역시 남구 신남로 69-1 (신정동) 대진상가 3층,"협회,단체",울산지사,2022-12-29,1588-1519
68,2022-12-29,2022-12-29~2023-02-28,(주)예스바이오 목포지점,전자의료기기 개발 기술자 및 연구원,상용직,월급,2000000,무관,0년개월,고졸,,,전라남도 목포시 대양로 28 (연산동),중소,전남지사,2022-12-29,1588-1519
78,2022-12-29,2022-12-29~2023-03-28,명도복지관,환경 미화원,계약직,시급,9620,무관,0년개월,무관,,,전라남도 목포시 산정로199번길 25 (산정동),"협회,단체",전남지사,2022-12-29,1588-1519
64,2022-12-29,2022-12-29~2023-03-28,성산그레이스주간보호센터,환경 미화원,계약직,시급,9620,무관,무관,무관,,,전라남도 목포시 석현로45번길 9 (석현동),"협회,단체",전남지사,2022-12-29,1588-1519
231,2022-12-22,2022-12-22~2023-01-31,(사)전남지체장애인협회목포시지회,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",시간제,시급,9620,무관,무관,무관,,,전라남도 목포시 영산로 350-3 (용당동),"협회,단체",전남지사,2022-12-29,1588-1519
46,2022-12-29,2022-12-29~2023-02-27,목포한국병원,데스크 안내원,상용직,시급,9620,무관,무관,무관,,,전라남도 목포시 영산로 483 (상동 149-2),개인,전남지사,2022-12-29,1588-1519
61,2022-12-29,2022-12-29~2023-03-28,목포시장애인종합복지관,환경 미화원,계약직,시급,9620,무관,무관,무관,,,전라남도 목포시 하당로205번길 12 목포시장애인종합복지관,중소,전남지사,2022-12-29,1588-1519
79,2022-12-29,2022-12-29~2023-03-28,무안군장애인종합복지관,환경 미화원,계약직,시급,9620,무관,무관,무관,,,전라남도 무안군 무안읍 공항로 148-18 -,중소,전남지사,2022-12-29,1588-1519
63,2022-12-29,2022-12-29~2023-03-28,해남군장애인복지관,환경 미화원,계약직,시급,9620,무관,0년개월,무관,,,"전라남도 해남군 해남읍 신안길 2-20 (고도리, 해남군장애인종합복지관)","협회,단체",전남지사,2022-12-29,1588-1519
72,2022-12-29,2022-12-29~2023-03-28,사)한국시각장애인연합회 해남지회,안마사,계약직,시급,9620,무관,무관,무관,,,전라남도 해남군 해남읍 영빈로 31 사)한국시각장애인연합회 해남지회,"협회,단체",전남지사,2022-12-29,1588-1519
57,2022-12-29,2022-12-29~2023-03-28,(주)세라컴,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",시간제,시급,9620,무관,0년개월,무관,,,충청남도 아산시 온천대로1122번길 46-5 (득산동),중소,충남지사,2022-12-29,1588-1519
223,2022-12-22,2022-12-22~2022-12-27,한국교육개발원,사무 보조원(공공기관),계약직,일급,80000,무관,무관,고졸,,,충청북도 진천군 덕산면 교학로 7 (덕산면),"공사,공공",충북지사,2022-12-29,1588-1519
42,2022-12-29,2022-12-29~2022-12-31,주식회사 그린누리,환경 미화원,계약직,시급,9620,무관,무관,무관,,,충청북도 청주시 흥덕구 옥산면 옥산산단3로 9 (옥산면),중소,충북지사,2022-12-29,1588-1519
44,2022-12-29,2022-12-29~2023-01-07,주식회사 천보신소재,직업 운동선수,상용직,시급,9620,무관,0년개월,무관,,,충청북도 충주시 주덕읍 중원산업로 163 주식회사 천보신소재,중소,충북지사,2022-12-29,1588-1519
90,2022-12-28,2022-12-28~2023-01-02,원주농업협동조합,주차 관리·안내원,계약직,시급,9620,무관,무관,무관,,,강원도 원주시 천사로 46 (단계동),"공사,공공",강원지사,2022-12-28,1588-1519
100,2022-12-28,2022-12-28~2023-01-31,원주힐스테이트 입주자대표회의,아파트·빌라 경비원,상용직,월급,2453000,무관,무관,무관,,,강원도 원주시 행구로 54 원주힐스테이트관리사무소,중소,강원지사,2022-12-28,1588-1519
101,2022-12-28,2022-12-28~2023-01-31,주식회사 가온피앤에스,스크린 인쇄기 조작원(실크스크린 포함),상용직,월급,2010580,무관,무관,무관,,,경기도 광주시 초월읍 신월길 36-11 가온피앤에스,중소,경기동부지사,2022-12-28,1588-1519
103,2022-12-28,2022-12-28~2023-01-16,에스디바이오센서(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,2000000,무관,무관,무관,,,"경기도 수원시 영통구 덕영대로1556번길 16 C동 4,5층 (영통동)",중소,충북지사,2022-12-28,1588-1519
89,2022-12-28,2022-12-28~2023-01-31,용지압안마힐링센터안마원,안마사,상용직,월급,2010580,무관,0년개월,무관,,,경기도 용인시 수지구 성복2로 17 (성복동),개인,경기동부지사,2022-12-28,1588-1519
145,2022-12-27,2022-12-27~2022-12-30,(주)베스트원,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,10000,무관,0년개월,무관,,,경기도 평택시 경기대로 945 지하2층 사무실 (장당동),중소,경기지역본부,2022-12-28,1588-1519
98,2022-12-28,2022-12-28~2023-01-31,스타크리닝,세탁 기계 조작원,상용직,시급,9620,무관,무관,무관,,,경기도 하남시 초일로168번길 11 (초일동),중소,경기동부지사,2022-12-28,1588-1519
95,2022-12-28,2022-12-28~2023-01-06,구미상모고등학교,환경 미화원,계약직,시급,9620,무관,무관,무관,,,경상북도 구미시 박정희로 60-22 (상모동),"공사,공공",경북지사,2022-12-28,1588-1519
96,2022-12-28,2022-12-28~2022-12-31,사곡고등학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,시급,9620,무관,0년개월,무관,,,경상북도 구미시 사곡동 461-2번지,"공사,공공",경북지사,2022-12-28,1588-1519
87,2022-12-28,2022-12-28~2022-12-31,구미신당초등학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,시급,9620,무관,0년개월,무관,,,경상북도 구미시 산동읍 신당4로 29 구미신당초등학교,"공사,공공",경북지사,2022-12-28,1588-1519
199,2022-12-26,2022-12-26~2023-01-31,한패밀리병원(의료법인정목재단),기타 보건·의료 서비스 종사원,계약직,월급,1900000,무관,0년개월,고졸,,,대구광역시 수성구 동대구로 12 . (지산동),중소,대구지역본부,2022-12-28,1588-1519
177,2022-12-26,2022-12-26~2023-01-31,청운신용협동조합,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,900000,무관,무관,무관,문헌정보학,,대구광역시 수성구 들안로 416 청운신협 (범어동),중소,대구지역본부,2022-12-28,1588-1519
130,2022-12-28,2022-12-28~2023-01-27,리더스손해사정주식회사,사무 보조원(일반사업체),계약직,월급,759980,무관,무관,무관,,,"부산광역시 동구 중앙대로260번길 7-5 (초량동), 항운회관 2층",중소,부산지역본부,2022-12-28,1588-1519
115,2022-12-28,2022-12-28~2023-01-31,주)해운대씨클라우드호텔 레지던스,"호텔·콘도·숙박시설 청소원(룸메이드,하우스키퍼)",상용직,월급,2050000,무관,0년개월,무관,,,부산광역시 해운대구 해운대해변로 287 (중동),중소,부산지역본부,2022-12-28,1588-1519
109,2022-12-28,2022-12-28~2023-01-31,디비손해보험주식회사,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,970000,무관,무관,무관,,,서울특별시 강남구 테헤란로 432  (대치동),중소,경북지사,2022-12-28,1588-1519
84,2022-12-28,2022-12-28~2023-01-06,미래의료재단,사무 보조원(일반사업체),계약직,시급,10000,무관,무관,무관,,,"서울특별시 강남구 테헤란로 513 K타워 9층,10층, B1층 미래의료재단 (삼성동)",중소,서울동부지사,2022-12-28,1588-1519
85,2022-12-28,2022-12-28~2023-01-06,미래의료재단,세탁원(다림질원),계약직,시급,10000,무관,무관,무관,,,"서울특별시 강남구 테헤란로 513 K타워 9층,10층, B1층 미래의료재단 (삼성동)",중소,서울동부지사,2022-12-28,1588-1519
136,2022-12-28,2022-12-28~2023-01-06,미래의료재단,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,10000,무관,무관,무관,,,"서울특별시 강남구 테헤란로 513 K타워 9층,10층, B1층 미래의료재단 (삼성동)",중소,서울동부지사,2022-12-28,1588-1519
88,2022-12-28,2022-12-28~2023-01-06,패스트파이브(주),사무 보조원(일반사업체),계약직,월급,2090000,무관,0년개월,무관,정보·통신공학,,서울특별시 강남구 테헤란로87길 36 도심공항타워 24층,중소,서울동부지사,2022-12-28,1588-1519
112,2022-12-28,2022-12-28~2023-01-27,주식회사 케이비손해보험,사무 보조원(일반사업체),계약직,월급,1200000,무관,0년개월,무관,,,서울특별시 강남구 학동로 401 (청담동) 2층,대기업,부산지역본부,2022-12-28,1588-1519
86,2022-12-28,2022-12-28~2023-01-06,인헌초등학교,환경 미화원,계약직,일급,44960,무관,0년개월,무관,,,서울특별시 관악구 봉천7동 212-3번지,"공사,공공",서울남부지사,2022-12-28,1588-1519
117,2022-12-28,2022-12-28~2023-01-13,한국금융안전(주),물건·이삿짐 운반원,계약직,연봉,26000000,무관,무관,고졸,,,서울특별시 동작구 대림로 27 한국금융안전 빌딩 (신대방동),중소,서울남부지사,2022-12-28,1588-1519
92,2022-12-28,2022-12-28~2023-01-06,성남고등학교,기타 중·고등학교 교사,계약직,월급,2000000,무관,무관,대졸,,,서울특별시 동작구 대방동길 74 성남고등학교,중소,서울남부지사,2022-12-28,1588-1519
125,2022-12-28,2022-12-28~2023-01-31,부광약품(주),전산자료 입력원(DB·단순자료),계약직,연봉,31000000,무관,0년개월,고졸,,,서울특별시 동작구 상도로 7 (대방동),중소,서울남부지사,2022-12-28,1588-1519
81,2022-12-28,2022-12-28~2023-01-03,서울기술연구원,공공행정 사무원,계약직,연봉,38000000,무관,무관,대졸,,,서울특별시 마포구 매봉산로 37 8층,중소,서울지역본부,2022-12-28,1588-1519
