연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
183,2022-12-26,2022-12-26~2023-01-12,(주)모두락,음료 조리사(바리스타 포함),계약직,월급,2020000,무관,무관,고졸,,,"서울특별시 강서구 하늘길 70 1층 L103-2호 (과해동, 항공지원센터) (과해동)",중소,서울남부지사,2022-12-26,1588-1519
186,2022-12-26,2022-12-26~2023-01-12,(주)모두락,네일 아티스트(손톱 관리사),계약직,월급,1550000,무관,무관,고졸,,,"서울특별시 강서구 하늘길 70 1층 L103-2호 (과해동, 항공지원센터) (과해동)",중소,서울남부지사,2022-12-26,1588-1519
188,2022-12-26,2022-12-26~2023-01-31,관악구가족센터,환경 미화원,계약직,시급,9620,무관,무관,무관,,,서울특별시 관악구 낙성대로4가길 5 낙성대동 주민센터 4층 (봉천동),중소,서울남부지사,2022-12-26,1588-1519
179,2022-12-26,2022-12-26~2023-01-06,신풍종합개발주식회사,환경·청소 관리자,계약직,월급,2500000,무관,무관,무관,,,서울특별시 양천구 남부순환로70길 19 2층 (신월동),중소,서울동부지사,2022-12-26,1588-1519
180,2022-12-26,2022-12-26~2023-01-06,신풍종합개발주식회사,방역원(해충퇴치원 포함),계약직,월급,2120000,무관,무관,무관,,,서울특별시 양천구 남부순환로70길 19 2층 (신월동),중소,서울동부지사,2022-12-26,1588-1519
166,2022-12-26,2022-12-26~2022-12-30,식품안전정보원,사무 보조원(공공기관),계약직,월급,2400000,무관,무관,대졸,,,서울특별시 종로구 창경궁로 136 (원남동) 보령빌딩 5층,중소,서울지역본부,2022-12-26,1588-1519
175,2022-12-26,2022-12-26~2022-12-30,미래에셋증권 주식회사,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620,무관,무관,무관,,,서울특별시 중구 을지로5길 26 센터원빌딩 동관 27층 인사팀,중소,서울남부지사,2022-12-26,1588-1519
326,2022-12-19,2022-12-19~2023-01-31,곡성군청,사무 보조원(공공기관),계약직,시급,9620,무관,0년개월,무관,,,전라남도 곡성군 곡성읍 군청로 50 (읍내리),"공사,공공",광주지역본부,2022-12-26,1588-1519
328,2022-12-19,2022-12-19~2023-01-31,담양군청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,"전라남도 담양군 담양읍 추성로 1371 (객사리), 담양군청","공사,공공",광주지역본부,2022-12-26,1588-1519
192,2022-12-26,2022-12-26~2023-01-31,주식회사클린턴,세탁원(다림질원),상용직,시급,9620,무관,0년개월,무관,,,제주특별자치도 서귀포시 토평공단로127번길 23 (토평동),중소,제주지사,2022-12-26,1588-1519
184,2022-12-26,2022-12-26~2023-03-25,(주)강호,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,무관,무관,,,충청남도 보령시 주교면 배다리길 116-13 강호 사업장,중소,충남지사,2022-12-26,1588-1519
187,2022-12-26,2022-12-26~2023-03-25,(주)굿모닝관리,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",시간제,시급,9620,무관,0년개월,무관,,,"충청남도 천안시 서북구 두정역길 48 굿모닝관리 (두정동, 두정역푸르지오아파트)",중소,충남지사,2022-12-26,1588-1519
196,2022-12-26,2022-12-26~2023-01-20,(주)심텍,직업 운동선수,상용직,시급,9160,무관,0년개월,무관,,,충청북도 청주시 흥덕구 산단로 73   (송정동),대기업,경북지사,2022-12-26,1588-1519
212,2022-12-23,2022-12-23~2022-12-31,플래티늄춘천요양원,시설 요양보호사(노인요양사),상용직,월급,2060000,무관,0년개월,무관,,,강원도 춘천시 동면 소양강로 142 (동면),개인,강원지사,2022-12-23,1588-1519
203,2022-12-23,2022-12-23~2023-01-06,삼성웰스토리(주),주방 보조원(일반 음식점),계약직,시급,9620,무관,무관,무관,,,경기도 성남시 분당구 구미로 8 (구미동),대기업,경기동부지사,2022-12-23,1588-1519
207,2022-12-23,2022-12-23~2022-12-30,정우세탁산업,세탁 기계 조작원,상용직,시급,9160,무관,0년개월,무관,,,경상남도 창원시 의창구 동읍 자여로 50-24 정우세탁산업,개인,경남지사,2022-12-23,1588-1519
213,2022-12-23,2022-12-23~2022-12-31,황성초등학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,시급,9620,무관,0년개월,무관,,,경상북도 경주시 양정로287번길 12 (용강동),"공사,공공",경북지사,2022-12-23,1588-1519
215,2022-12-23,2022-12-23~2023-01-20,포항이동고등학교,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,경상북도 포항시 남구 이동 155번지,"공사,공공",경북지사,2022-12-23,1588-1519
218,2022-12-23,2022-12-23~2023-02-28,(주)더하이,물류 사무원(물류 관리사),상용직,시급,9620,무관,무관,무관,,,광주광역시 광산구 평동산단7번로 72-28 (연산동),개인,광주지역본부,2022-12-23,1588-1519
351,2022-12-16,2022-12-16~2023-01-31,광주광역시남구청,사무 보조원(공공기관),계약직,월급,2010580,무관,무관,무관,,,광주광역시 남구 봉선로 1 (주월동),"공사,공공",광주지역본부,2022-12-23,1588-1519
352,2022-12-16,2022-12-16~2023-01-31,광주광역시북구청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,광주광역시 북구 용봉로138번길 11 358-3 (중흥동),"공사,공공",광주지역본부,2022-12-23,1588-1519
202,2022-12-23,2022-12-23~2023-01-24,(주)하이프라자,주차 관리·안내원,상용직,시급,9620,무관,무관,무관,,,서울특별시 강서구 마곡중앙5로 18 케이지스퀘어 6-8층,중소,대구지역본부,2022-12-23,1588-1519
219,2022-12-23,2022-12-23~2023-01-04,인제대학교상계백병원,의료 보조원,계약직,월급,1157287,무관,무관,무관,,,서울특별시 노원구 동일로 1342 인제대부속상계백병원 (상계동),중소,서울북부지사,2022-12-23,1588-1519
214,2022-12-23,2022-12-23~2023-02-02,쿠팡 주식회사,관광 및 통근·통학·학원 및 기타 버스 운전원,계약직,월급,1243000,무관,무관,무관,,,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사,2022-12-23,1588-1519
211,2022-12-23,2022-12-23~2023-01-03,행복두드리미 주식회사,음료 조리사(바리스타 포함),상용직,월급,1011000,무관,무관,무관,,,서울특별시 영등포구 선유동2로 57 이레빌딩 14층,중소,서울남부지사,2022-12-23,1588-1519
206,2022-12-23,2022-12-23~2023-01-03,오케스트로 주식회사,음료 조리사(바리스타 포함),계약직,월급,1200000,무관,무관,무관,,,"서울특별시 영등포구 여의대로 108 43층(여의도동, 파크원타워2)",중소,서울남부지사,2022-12-23,1588-1519
205,2022-12-23,2022-12-23~2023-01-05,중소기업기술정보진흥원,사무 보조원(공공기관),계약직,월급,1990000,무관,무관,무관,,,세종특별자치시 집현중앙로 79 (집현동),"공사,공공",대전지역본부,2022-12-23,1588-1519
204,2022-12-23,2022-12-28~2023-01-05,축산환경관리원,사무 보조원(공공기관),계약직,월급,1120000,무관,0년개월,무관,,,세종특별자치시 한누리대로 219 (나성동) 하림프라자 7층,"공사,공공",대전지역본부,2022-12-23,1588-1519
201,2022-12-23,2022-12-23~2022-12-28,세이브더칠드런코리아 울산남부아동보호전문기관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9160,무관,무관,무관,,,"울산광역시 남구 돋질로355번길 23 (삼산동) 울산남부아동보호전문기관 (삼산동,울산남부아동보호전문기관)",중소,울산지사,2022-12-23,1588-1519
349,2022-12-16,2022-12-16~2023-01-31,구례군청,사무 보조원(공공기관),계약직,시급,9620,무관,0년개월,무관,,,"전라남도 구례군 구례읍 봉성로 1 (봉남리), 구례군청",중소,광주지역본부,2022-12-23,1588-1519
350,2022-12-16,2022-12-16~2023-01-31,장성군청,사무 보조원(공공기관),계약직,시급,9620,무관,0년개월,무관,,,"전라남도 장성군 장성읍 영천로 200 (영천리), 장성군청 총무과","공사,공공",광주지역본부,2022-12-23,1588-1519
235,2022-12-22,2022-12-22~2023-01-31,농업회사법인우리에프앤에프 주식회사,식품 분야 단순 종사원,상용직,시급,9160,무관,0년개월,무관,,,경기도 화성시 봉담읍 마당바위로 289 1층,중소,경기지역본부,2022-12-22,1588-1519
239,2022-12-22,2022-12-22~2023-02-28,영진전자(주),기타 전자 부품·제품 조립·검사원,상용직,시급,9620,무관,무관,무관,,,광주광역시 광산구 진곡산단6번로 25-30 (고룡동),중소,광주지역본부,2022-12-22,1588-1519
228,2022-12-22,2022-12-22~2023-01-02,대구가톨릭대학교의료원,병원행정 사무원(원무),계약직,시급,9160,무관,무관,무관,,,"대구광역시 남구 두류공원로17길 33 (대명동,대구카톨릭의과대학병원)","공사,공공",대구지역본부,2022-12-22,1588-1519
230,2022-12-22,2022-12-22~2022-12-27,(주)대신,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",계약직,시급,9160,무관,무관,무관,,,대전광역시 중구 계룡로 825 동화빌딩 9층 (용두동),중소,대전지역본부,2022-12-22,1588-1519
313,2022-12-19,2022-12-19~2022-12-30,(주)지엠네트웍스,"기타 건물 관리원(공원, 종교시설 등)",상용직,월급,1000000,무관,0년개월,무관,,,부산광역시 남구 수영로266번길 77 센트럴지엠빌딩 (대연동),중소,부산지역본부,2022-12-22,1588-1519
222,2022-12-22,2022-12-22~2023-01-21,서비스탑(주)-부산4센터,안마사,계약직,월급,1600000,무관,무관,무관,,,부산광역시 연제구 반송로 29 SKT 빌딩 14층 서비스탑 (연산동),중소,부산지역본부,2022-12-22,1588-1519
224,2022-12-22,2022-12-22~2022-12-31,(주)세연종합관리,아파트·빌라 경비원,상용직,월급,2414030,무관,무관,무관,,,서울특별시 구로구 디지털로 242 210호 (구로동),중소,강원지사,2022-12-22,1588-1519
225,2022-12-22,2022-12-22~2022-12-29,(주)휴넷,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9160,무관,0년개월,무관,,,서울특별시 구로구 디지털로26길 5 (구로동),중소,서울남부지사,2022-12-22,1588-1519
220,2022-12-22,2022-12-22~2022-12-26,서울특별시보라매병원,병원행정 사무원(원무),계약직,시급,17033,무관,0년개월,무관,,,서울특별시 동작구 보라매로5길 20 (신대방동),"공사,공공",서울남부지사,2022-12-22,1588-1519
232,2022-12-22,2022-12-22~2022-12-27,서울도시철도그린환경주식회사,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620,무관,무관,무관,,,서울특별시 마포구 월드컵로 202 2층,중소,경기북부지사,2022-12-22,1588-1519
240,2022-12-22,2022-12-22~2022-12-28,방이복지관,사회복지사(사회복지시설),상용직,월급,2194000,무관,무관,고졸,,,서울특별시 송파구 백제고분로37길 4 5층 송파구방이복지관 (석촌동),중소,서울동부지사,2022-12-22,1588-1519
348,2022-12-16,2022-12-16~2022-12-22,서울아산병원,안마사,계약직,시급,9160,무관,무관,무관,,,서울특별시 송파구 올림픽로43길 88 서울아산병원 총무팀 (풍납동),대기업,서울동부지사,2022-12-22,1588-1519
237,2022-12-22,2022-12-22~2023-01-31,신한투자증권(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,960000,무관,무관,무관,,,서울특별시 영등포구 여의대로 70 신한금융투자 본사 (여의도동),중소,경남지사,2022-12-22,1588-1519
221,2022-12-22,2022-12-22~2023-01-31,푸디스트주식회사,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9620,무관,무관,무관,,,서울특별시 용산구 청파로 363  (서계동),중소,경남지사,2022-12-22,1588-1519
234,2022-12-22,2022-12-22~2023-01-13,현대해상화재보험(주),사무 보조원(일반사업체),계약직,월급,2150000,무관,무관,고졸,,,서울특별시 종로구 세종대로 163 현대해상빌딩,대기업,전북지사,2022-12-22,1588-1519
236,2022-12-22,2022-12-22~2023-02-28,미래에셋증권 주식회사,환경 미화원,계약직,월급,1231400,무관,무관,무관,,,서울특별시 중구 을지로5길 26 센터원빌딩 동관 27층 인사팀,중소,서울동부지사,2022-12-22,1588-1519
229,2022-12-22,2022-12-22~2023-01-13,서송병원,기타 보건·의료 서비스 종사원,계약직,시급,9160,무관,무관,무관,,,인천광역시 계양구 경명대로972번길 9 서송병원 (계산동),중소,인천지사,2022-12-22,1588-1519
233,2022-12-22,2022-12-22~2023-03-21,스테코(주),기타 전기·전자 설비 조작원,상용직,연봉,32000000,무관,무관,고졸,,,충청남도 천안시 서북구 3공단1로 20 741 (백석동),중소,충남지사,2022-12-22,1588-1519
227,2022-12-22,2022-12-22~2023-01-31,(주)현대그린푸드 원익머트리얼즈 오창,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9160,무관,0년개월,무관,,,충청북도 청주시 청원구 오창읍 과학산업3로 112 오창공장,대기업,충북지사,2022-12-22,1588-1519
238,2022-12-22,2022-12-22~2023-01-31,주식회사 해든,하역·적재 종사원,상용직,월급,1914440,무관,0년개월,무관,,,충청북도 청주시 청원구 오창읍 양청송대길 74 1층,중소,충북지사,2022-12-22,1588-1519
246,2022-12-21,2022-12-21~2022-12-30,엔백주식회사,정보시스템 운영자,상용직,연봉,27000000,무관,무관,고졸,,,경기도 과천시 별양상가1로 13 교보생명빌딩 5층 (별양동),중소,경기서부지사,2022-12-21,1588-1519
287,2022-12-21,2022-12-21~2022-12-31,(주)굿메이트,주차 관리·안내원,계약직,시급,9160,무관,무관,무관,,,경기도 수원시 팔달구 권광로 211 동수원메디뷰 803호 (인계동),중소,경기서부지사,2022-12-21,1588-1519
257,2022-12-21,2022-12-21~2022-12-22,안산시청,사무 보조원(공공기관),계약직,월급,538720,무관,무관,무관,,,경기도 안산시 단원구 화랑로 387 안산시청 총무과 (고잔동),"공사,공공",경기서부지사,2022-12-21,1588-1519
309,2022-12-19,2022-12-19~2023-02-28,그린가드 주식회사,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9160,무관,0년개월,무관,,,경기도 안성시 양성면 범티길 39-57 .,중소,경기지역본부,2022-12-21,1588-1519
260,2022-12-21,2022-12-21~2023-01-11,함양도서관,사무 보조원(공공기관),계약직,월급,2020000,무관,무관,고졸,,,경상남도 함양군 함양읍 함양로 1143-1 (운림리),"공사,공공",경남지사,2022-12-21,1588-1519
371,2022-12-15,2022-12-15~2022-12-31,(사)경북장애인부모회구미시지부,환경 미화원,계약직,시급,9620,무관,무관,무관,,,경상북도 구미시 봉곡로14길 23-7 경북장애인부모회 구미시지부,중소,경북지사,2022-12-21,1588-1519
249,2022-12-21,2022-12-21~2023-03-05,경상북도교육청 삼국유사군위도서관,사서,계약직,시급,9620,무관,0년개월,무관,,,경상북도 군위군 군위읍 군청로 175 삼국유사군위도서관,"공사,공공",대구지역본부,2022-12-21,1588-1519
256,2022-12-21,2022-12-21~2023-02-28,첨단종합병원,기타 보건·의료 서비스 종사원,계약직,월급,1200000,무관,무관,무관,,,광주광역시 광산구 첨단중앙로170번길 59 (쌍암동),개인,광주지역본부,2022-12-21,1588-1519
245,2022-12-21,2022-12-21~2023-01-02,전남대학교병원,사무 보조원(공공기관),상용직,시급,9620,무관,무관,무관,,,광주광역시 동구 제봉로 42 (학동),"공사,공공",광주지역본부,2022-12-21,1588-1519
244,2022-12-21,2022-12-21~2022-12-27,(주)현대그린푸드 미즈제일산후조리원,주방 보조원(일반 음식점),계약직,월급,961800,무관,0년개월,무관,,,대전광역시 유성구 계룡로 126 (봉명동),대기업,대전지역본부,2022-12-21,1588-1519
250,2022-12-21,2022-12-21~2023-01-31,한국폴리텍7대학동부산캠퍼스,사무 보조원(공공기관),계약직,월급,1145290,무관,0년개월,무관,,,부산광역시 기장군 정관면 산단4로 2-69 (달산리),중소,부산지역본부,2022-12-21,1588-1519
254,2022-12-21,2022-12-21~2022-12-21,주식회사 아성다이소,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,월급,2200000,무관,무관,무관,,,서울특별시 강남구 남부순환로 2748 (도곡동),중소,경기동부지사,2022-12-21,1588-1519
258,2022-12-21,2022-12-21~2023-02-20,쿠팡로지스틱스서비스유한회사,총무 및 일반 사무원,계약직,월급,2060000,무관,0년개월,무관,,,서울특별시 강남구 테헤란로 332 (역삼동) 현정빌딩 9층,대기업,서울동부지사,2022-12-21,1588-1519
283,2022-12-21,2022-12-21~2023-01-31,서울시교육청강동도서관,데스크 안내원,계약직,시급,12030,무관,무관,무관,,,서울특별시 강동구 양재대로116길 57 (길동),"공사,공공",서울동부지사,2022-12-21,1588-1519
259,2022-12-21,2022-12-21~2023-02-28,주식회사 삼구에프에스,사업체 구내식당 급식 조리사,계약직,월급,2000000,무관,무관,무관,,,"서울특별시 구로구 디지털로31길 38-21 , 905호",중소,부산지역본부,2022-12-21,1588-1519
396,2022-12-14,2022-12-14~2022-12-30,에스에스엠엠 주식회사,오토바이·자전거 및 기타 운송장비 정비원,상용직,일급,9160,무관,무관,무관,,,서울특별시 동작구 상도로 369,중소,서울남부지사,2022-12-21,1588-1519
241,2022-12-21,2022-12-21~2023-01-08,상암고등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1160000,무관,무관,무관,,,서울특별시 마포구 월드컵북로 445 (상암동),"공사,공공",서울지역본부,2022-12-21,1588-1519
248,2022-12-21,2022-12-21~2023-01-02,(주)건국이엔아이,환경 미화원,계약직,월급,1000000,무관,무관,무관,,,서울특별시 성동구 동일로 261 건국빌딩 (송정동),대기업,서울북부지사,2022-12-21,1588-1519
255,2022-12-21,2022-12-21~2023-01-13,베네피트코스메틱스코리아(유),안마사,상용직,월급,1800000,무관,무관,무관,,,서울특별시 종로구 종로3길 17 10층 (청진동),대기업,서울지역본부,2022-12-21,1588-1519
320,2022-12-19,2022-12-19~2022-12-26,매일방송,사무 보조원(일반사업체),계약직,월급,800000,무관,무관,무관,,,서울특별시 중구 퇴계로 190 (필동1가),중소,서울지역본부,2022-12-21,1588-1519
243,2022-12-21,2022-12-21~2023-01-08,(주)현대종합관리,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1730000,무관,무관,무관,,,인천광역시 계양구 오조산로57번길 15 505호 (계산동),중소,서울지역본부,2022-12-21,1588-1519
279,2022-12-21,2022-12-21~2023-01-14,민속물산,식품 분야 단순 종사원,상용직,시급,9620,무관,무관,무관,,,인천광역시 남동구 소래로 624 2층 (만수동),중소,인천지사,2022-12-21,1588-1519
247,2022-12-21,2022-12-21~2022-12-21,(주)제일안전,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",계약직,월급,1820000,무관,무관,무관,,,인천광역시 미추홀구 주승로 201 101호 (관교동),중소,인천지사,2022-12-21,1588-1519
251,2022-12-21,2022-12-21~2023-01-14,가톨릭대학교 인천성모병원,사무 보조원(일반사업체),계약직,시급,9160,무관,무관,무관,,,인천광역시 부평구 동수로 56  (부평동),중소,인천지사,2022-12-21,1588-1519
281,2022-12-21,2022-12-21~2023-03-20,(사)전남지체장애인협회 강진군지회,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620,무관,0년개월,무관,,,전라남도 강진군 강진읍 고성길 17 (사)전남지체장애인협회 강진군지회,"협회,단체",전남지사,2022-12-21,1588-1519
274,2022-12-21,2022-12-21~2023-03-20,강진군청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,전라남도 강진군 강진읍 고성길 17 전남지체장애인협회 강진군지회,"공사,공공",전남지사,2022-12-21,1588-1519
270,2022-12-21,2022-12-21~2023-03-20,(사)한국시각장애인연합회전남지부강진지회,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620,무관,0년개월,무관,,,전라남도 강진군 강진읍 중앙로 152 (동성리),"협회,단체",전남지사,2022-12-21,1588-1519
282,2022-12-21,2022-12-21~2023-03-20,강진군장애인종합복지관,복지시설 보조원,계약직,시급,9620,무관,무관,무관,,,전라남도 강진군 강진읍 탐진로 37-7 강진군장애인종합복지관,중소,전남지사,2022-12-21,1588-1519
253,2022-12-21,2022-12-21~2023-01-06,한국은행목포본부,사무 보조원(공공기관),계약직,일급,65100,무관,무관,무관,,,"전라남도 목포시 영산로 109 (명륜동,한국은행 빌딩)","공사,공공",전남지사,2022-12-21,1588-1519
263,2022-12-21,2022-12-21~2023-03-20,(사)한국시각장애인연합회목포지회,안마사,계약직,시급,9620,무관,0년개월,무관,,,전라남도 목포시 영산로 361 (용해동),중소,전남지사,2022-12-21,1588-1519
277,2022-12-21,2022-12-21~2023-03-20,인성학원,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9620,무관,0년개월,무관,,,전라남도 목포시 영산로692번길 12-7 (석현동),"협회,단체",전남지사,2022-12-21,1588-1519
269,2022-12-21,2022-12-21~2023-03-20,목포시청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,전라남도 목포시 용당로 335 (용해동) 용해동행정복지센터,"공사,공공",전남지사,2022-12-21,1588-1519
286,2022-12-21,2022-12-21~2023-03-20,전라남도 무안군청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,전라남도 무안군 무안읍 무안로 489 (성남리 206-1),"공사,공공",전남지사,2022-12-21,1588-1519
278,2022-12-21,2022-12-21~2023-03-20,신안군청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,"전라남도 신안군 압해읍 천사로 1004 (신장리), 신안군청",개인,전남지사,2022-12-21,1588-1519
261,2022-12-21,2022-12-21~2023-03-20,전남농아인협회영광군지회,환경 미화원,계약직,월급,538720,무관,무관,무관,,,전라남도 영광군 영광읍 물무로2길 41 (백학리),"협회,단체",전남지사,2022-12-21,1588-1519
285,2022-12-21,2022-12-21~2023-03-20,사)전남지체장애인협회영광군지회,환경 미화원,계약직,월급,538720,무관,무관,무관,,,전라남도 영광군 영광읍 옥당로 50 장애인복지타운(가동),중소,전남지사,2022-12-21,1588-1519
271,2022-12-21,2022-12-21~2023-03-20,영광군청,사무 보조원(공공기관),계약직,월급,2010580,무관,무관,무관,,,"전라남도 영광군 영광읍 중앙로 203 (무령리), 영광군청 행정지원과","공사,공공",전남지사,2022-12-21,1588-1519
264,2022-12-21,2022-12-21~2023-03-20,전라남도 영암군청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,전라남도 영암군 영암읍 군청로 1 (동무리),"공사,공공",전남지사,2022-12-21,1588-1519
280,2022-12-21,2022-12-21~2023-03-20,완도군청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,전라남도 완도군 완도읍 청해진남로 51 (군내리),"공사,공공",전남지사,2022-12-21,1588-1519
268,2022-12-21,2022-12-21~2023-03-20,(사)한국시각장애인연합회장흥군지회,안마사,계약직,월급,1260220,무관,무관,무관,,,전라남도 장흥군 장흥읍 장흥대로 3352-1 장흥읍,"협회,단체",전남지사,2022-12-21,1588-1519
273,2022-12-21,2022-12-21~2023-03-20,장흥군청,사무 보조원(공공기관),계약직,월급,2010580,무관,무관,무관,,,전라남도 장흥군 장흥읍 장흥로 21 (건산리),"공사,공공",전남지사,2022-12-21,1588-1519
267,2022-12-21,2022-12-21~2023-03-20,전국산업재해협회 진도군지부,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620,무관,0년개월,무관,,,전라남도 진도군 진도읍 교동2길 4 전국산업재해협회,"협회,단체",전남지사,2022-12-21,1588-1519
265,2022-12-21,2022-12-21~2023-03-20,진도군청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,전라남도 진도군 진도읍 철마길 25 25,중소,전남지사,2022-12-21,1588-1519
276,2022-12-21,2022-12-21~2023-03-20,(주)한국시각장애인연합회전남지부함평지회,안마사,계약직,월급,1260220,무관,무관,무관,,,전라남도 함평군 함평읍 내바람길 58 함평지회,"협회,단체",전남지사,2022-12-21,1588-1519
272,2022-12-21,2022-12-21~2023-03-20,함평군청,사무 보조원(공공기관),계약직,월급,2010580,무관,무관,무관,,,전라남도 함평군 함평읍 중앙길 200 (함평리),"공사,공공",전남지사,2022-12-21,1588-1519
284,2022-12-21,2022-12-21~2023-03-20,함평영화학교,단체 급식 보조원,계약직,월급,538720,무관,무관,무관,,,"전라남도 함평군 함평읍 한나리길 10-25 (진양리, 함평영화학교)","공사,공공",전남지사,2022-12-21,1588-1519
262,2022-12-21,2022-12-21~2023-03-20,해남군청,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,,전라남도 해남군 해남읍 군청길 4 (성내리),"공사,공공",전남지사,2022-12-21,1588-1519
275,2022-12-21,2022-12-21~2023-03-20,제주특별자치도교육청,환경 미화원,계약직,시급,9160,신입,무관,무관,,,제주특별자치도 제주시 문연로 5 제주특별자치도교육청 (연동),"공사,공공",제주지사,2022-12-21,1588-1519
266,2022-12-21,2022-12-21~2023-03-20,주식회사 대승엠엔에스 제주지점,직업 운동선수,상용직,시급,9160,무관,0년개월,무관,,,제주특별자치도 제주시 서광로29길 26 1층(이도일동),중소,제주지사,2022-12-21,1588-1519
356,2022-12-15,2022-12-15~2023-01-31,(사)충북여성장애인연대,사무 보조원(일반사업체),상용직,시급,9620,무관,무관,고졸,,,충청북도 청주시 상당구 상당로26번길 15-2 (서운동),"협회,단체",충북지사,2022-12-21,1588-1519
372,2022-12-15,2022-12-15~2023-01-31,한국다인개발(주),환경 미화원,계약직,월급,1000000,무관,무관,무관,,,충청북도 청주시 서원구 사직대로 259 4층 (사직동),중소,충북지사,2022-12-21,1588-1519
297,2022-12-20,2022-12-20~2022-12-31,주식회사 효성크린,세탁 기계 조작원,상용직,시급,9160,무관,무관,무관,,,경기도 부천시 원미구 옥산로252번길 56 (도당동),중소,경기서부지사,2022-12-20,1588-1519
344,2022-12-16,2022-12-16~2022-12-30,(주)영시큐리티,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",계약직,월급,1600000,무관,무관,무관,,,경기도 성남시 분당구 성남대로916번길 11 글라스타워 802호 (야탑동),중소,서울북부지사,2022-12-20,1588-1519
294,2022-12-20,2022-12-20~2022-12-20,안양소방서,사업체 구내식당 급식 조리사,상용직,월급,1749290,무관,무관,무관,,한식조리기능사,경기도 안양시 동안구 관평로212번길 32 안양소방서 (관양동),중소,경기서부지사,2022-12-20,1588-1519
307,2022-12-20,2022-12-20~2022-12-30,경기교통공사,사무 보조원(공공기관),상용직,시급,9620,무관,0년개월,무관,,,"경기도 양주시 옥정로6길 18 (옥정동, 한길프라자 2) 3층","공사,공공",경기북부지사,2022-12-20,1588-1519
359,2022-12-15,2022-12-15~2022-12-31,(주)하누리,세차원 및 운송장비 청소원,상용직,시급,9160,무관,무관,무관,,,경기도 평택시 진위면 진위2산단로 140 1030호,중소,서울남부지사,2022-12-20,1588-1519
290,2022-12-20,2022-12-20~2022-12-30,(의료법인)대우의료재단,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9620,무관,무관,무관,,,경상남도 거제시 두모길 16 대우병원 (두모동),대기업,경남지사,2022-12-20,1588-1519
291,2022-12-20,2022-12-20~2022-12-21,경상북도장애인종합복지관 봉화분관,환경 미화원,계약직,시급,9620,무관,무관,무관,,,경상북도 봉화군 봉화읍 거촌로 28-11 내성리 285,"협회,단체",경북지사,2022-12-20,1588-1519
295,2022-12-20,2022-12-20~2023-01-31,수완센트럴병원,기타 보건·의료 서비스 종사원,상용직,시급,9160,무관,무관,무관,,,광주광역시 광산구 수완로 6 수완센트럴병원 (신가동),중소,광주지역본부,2022-12-20,1588-1519
303,2022-12-20,2022-12-20~2023-02-28,사단법인 광주한우리복지회,섬유·의복 분야 단순 종사원,상용직,시급,9620,무관,0년개월,무관,,,광주광역시 북구 서림로81번길 1 (임동) 2층,"협회,단체",광주지역본부,2022-12-20,1588-1519
